group_id,time,value
0,0,0.0018543949999999879
0,1,0.006142394999999988
0,2,0.002078394999999988
0,3,0.0008073949999999885
0,4,-0.004676604999999914
0,5,-0.0008126050000000114
0,6,0.000966394999999988
0,7,0.007331394999999987
0,8,-0.0024986050000000114
0,9,0.004579395000000087
0,10,-6.760500000001224e-05
0,11,0.0019843949999999878
0,12,0.007106394999999988
0,13,0.0020293950000000865
0,14,-0.006951604999999913
0,15,0.0019073949999999888
0,16,-0.0009186050000000133
0,17,0.001749394999999987
0,18,-0.0005386050000000114
0,19,0.0031463949999999876
0,20,-0.003988605000000013
0,21,-0.003910605000000011
0,22,0.0017263949999999882
0,23,-0.0010326050000000128
0,24,-0.002027605000000012
0,25,-0.002946605000000012
0,26,-0.0033866050000000113
0,27,0.007235394999999988
0,28,-0.0032266049999999137
0,29,0.0002753949999999873
0,30,-0.0002196050000000116
0,31,-0.004371605000000011
0,32,-0.0033306050000000142
0,33,0.005389394999999988
0,34,-0.0018136050000000133
0,35,-0.005370605000000011
0,36,-0.005447605000000012
0,37,0.002059394999999988
0,38,-0.0021946050000000127
0,39,0.0029753949999999866
0,40,-0.005209605000000013
0,41,-0.009174605000000013
0,42,-0.004398604999999913
0,43,-0.0005006050000000116
0,44,0.0027283949999999876
0,45,-0.004964605000000014
0,46,-0.005981605000000011
0,47,0.002176395000000088
0,48,-0.006236605000000013
0,49,0.011074394999999987
0,50,-0.0027936050000000115
0,51,0.005179394999999988
0,52,-0.009104605000000012
0,53,0.001652394999999987
0,54,-0.0019796050000000127
0,55,-0.0008286050000000135
0,56,0.0022773949999999876
0,57,-0.007210605000000012
0,58,-0.0017426050000000116
0,59,0.005074394999999987
0,60,0.0016233950000000864
0,61,0.009220394999999987
0,62,-0.003639605000000011
0,63,-0.003940605000000014
0,64,-0.004445605000000012
0,65,-0.001274605000000012
0,66,-0.0017586050000000138
0,67,0.0073533949999999865
0,68,-0.007903605000000011
0,69,-0.0030896050000000126
0,70,-0.0022596050000000117
0,71,0.000803394999999988
0,72,0.002122394999999987
0,73,0.0061903949999999874
0,74,-0.006599605000000012
0,75,0.0035243949999999875
0,76,0.0014523949999999883
0,77,0.004720395000000087
0,78,0.0061863950000000875
0,79,-0.005678605000000014
0,80,0.004084394999999987
0,81,0.0034443949999999873
0,82,0.007605394999999987
0,83,0.007281394999999987
0,84,0.00013339499999998755
0,85,0.0005553949999999863
0,86,-0.008361605000000012
0,87,0.003086395000000087
0,88,0.0008223949999999862
0,89,-0.002156605000000013
0,90,-0.008071604999999912
0,91,-0.0071206050000000125
0,92,0.0031193949999999866
0,93,0.0019953950000000872
0,94,-0.00014860499999991283
0,95,0.008429394999999987
0,96,-0.009877605000000012
0,97,-0.006606605000000012
0,98,0.008859394999999987
0,99,0.0005243949999999865
0,100,0.008527394999999988
0,101,-0.0037696050000000127
0,102,0.0052103949999999875
0,103,-0.005788605000000013
0,104,0.0005433949999999882
0,105,0.006576394999999987
0,106,0.001481394999999986
0,107,-0.009328605000000014
0,108,0.0034933949999999877
0,109,0.006247394999999987
0,110,-0.0043296049999999135
0,111,-0.008788605000000012
0,112,0.0004773949999999881
0,113,-0.010930605000000013
0,114,-0.0013906050000000135
0,115,0.00023039499999998742
0,116,-0.0003006050000000128
0,117,-0.005895605000000012
0,118,0.004550394999999987
0,119,-0.004674605000000012
0,120,0.002439395000000087
0,121,-9.460500000001149e-05
0,122,-0.0016036050000000114
0,123,0.0031523950000000873
0,124,0.005771394999999988
0,125,0.003919394999999987
0,126,0.005676394999999987
0,127,0.00011439500000008651
0,128,-0.0022926050000000135
0,129,0.0046113950000000875
0,130,-0.005835605000000011
0,131,-0.0017626050000000143
0,132,-0.005452605000000013
0,133,0.0003963949999999869
0,134,-0.0027796050000000114
0,135,0.004728394999999988
0,136,0.005469394999999988
0,137,-0.0006886050000000123
0,138,-0.0007466050000000113
0,139,0.0031793950000000865
0,140,-0.0005666050000000117
0,141,0.0027403949999999875
0,142,0.002038394999999988
0,143,0.0037393949999999874
0,144,-0.013551605000000012
0,145,0.0017003949999999865
0,146,-0.001848604999999913
0,147,0.0016743949999999883
0,148,0.001242395000000087
0,149,0.001091394999999988
0,150,-0.0027636050000000127
0,151,-0.004157605000000012
0,152,-0.0014496050000000135
0,153,0.003677394999999988
0,154,0.0019533949999999863
0,155,-0.0005756050000000137
0,156,-0.0032186050000000133
0,157,0.009177394999999988
0,158,0.005085394999999987
0,159,0.008996394999999987
0,160,0.008402394999999988
0,161,-0.009024605000000012
0,162,-0.0011666050000000115
0,163,0.0019843949999999878
0,164,0.004188394999999987
0,165,0.0017893949999999888
0,166,-0.0038206050000000116
0,167,-0.006792605000000014
0,168,-0.00020360500000001294
0,169,-0.0024896050000000128
0,170,0.003058394999999988
0,171,-0.005797605000000011
0,172,-0.007966605000000012
0,173,0.0013313949999999887
0,174,0.0006683949999999883
0,175,0.0051513949999999874
0,176,-0.004661605000000013
0,177,-0.004138604999999913
0,178,-0.0030536050000000113
0,179,-0.002841605000000011
0,180,0.012605394999999988
0,181,-0.004376605000000013
0,182,0.005825394999999987
0,183,-0.004410605000000012
0,184,0.007442394999999987
0,185,-9.260500000001295e-05
0,186,0.0023343949999999874
0,187,0.002090394999999988
0,188,-0.004169605000000014
0,189,0.002354395000000087
0,190,0.006078394999999988
0,191,0.003378394999999987
0,192,0.004552394999999987
0,193,0.0007983950000000871
0,194,-0.0024546050000000125
0,195,0.0017433949999999879
0,196,-0.001733605000000013
0,197,-0.0003436050000000142
0,198,-0.006377605000000012
0,199,-0.004677605000000012
0,200,-0.00032760500000001205
0,201,-0.0012536050000000118
0,202,0.005221394999999988
0,203,0.0026433949999999876
0,204,0.00027739500000008646
0,205,-0.0009976050000000125
0,206,0.007274394999999987
0,207,-0.0006976049999999137
0,208,-0.002588605000000011
0,209,0.0008393950000000865
0,210,-0.009109604999999913
0,211,-0.0013826050000000124
0,212,0.0007133949999999882
0,213,-0.002081605000000014
0,214,-0.0031986049999999135
0,215,0.004505395000000087
0,216,0.008439394999999987
0,217,-0.0007976050000000137
0,218,0.002647394999999988
0,219,-0.0033236049999999136
0,220,0.000974394999999989
0,221,0.0012063949999999886
0,222,-0.004441605000000012
0,223,0.007779394999999988
0,224,0.002246394999999988
0,225,-0.000711605000000011
0,226,-0.0027036050000000117
0,227,0.0057463949999999875
0,228,0.003613394999999988
0,229,0.006024394999999988
0,230,-0.005823605000000013
0,231,-9.760500000001102e-05
0,232,-0.005479605000000012
0,233,0.002115394999999987
0,234,7.0394999999987e-05
0,235,0.0016183949999999878
0,236,-0.0009026050000000112
0,237,-0.008752604999999913
0,238,0.0035103949999999873
0,239,-0.001288605000000012
0,240,0.004170394999999988
0,241,-0.002014605000000013
0,242,-0.004064605000000013
0,243,-0.004312605000000011
0,244,-0.004980605000000013
0,245,0.0026083949999999873
0,246,0.0012953949999999874
0,247,-0.0001846050000000113
0,248,-0.004060605000000012
0,249,0.004098395000000088
0,250,0.002451394999999988
0,251,-0.0003996050000000112
0,252,0.010995394999999988
0,253,-0.007268605000000011
