group_id,time,value
10,1094,1,-0.011964
10,1095,1,-0.017855
10,1096,1,-0.0265079999999999
10,1097,1,-0.015711
10,1098,1,-0.0064569999999999
10,1099,1,-0.018756
10,1100,1,-0.014028
10,1101,1,-0.025913
10,1102,1,-0.0288
10,1103,1,-0.026711
10,1104,1,-0.010491
10,1105,1,-0.0040079999999999
10,1106,1,0.0031379999999999
10,1107,1,-0.009424
10,1108,1,-0.019409
10,1109,1,-0.0383279999999999
10,1110,1,-0.032936
10,1111,1,-0.019527
10,1112,1,-0.015209
10,1113,1,-0.010828
10,1114,1,-0.017622
10,1115,1,-0.033033
10,1116,1,-0.015953
10,1117,1,-0.012593
10,1118,1,-0.002509
10,1119,1,-0.0065959999999999
10,1120,1,-0.023712
10,1121,1,-0.0236889999999999
10,1122,1,-0.019281
10,1123,1,-0.024388
10,1124,1,-0.009998
10,1125,1,-0.010906
10,1126,1,-0.018212
10,1127,1,-0.014282
10,1128,1,-0.016933
10,1129,1,-0.012379
10,1130,1,-0.014093
10,1131,1,-0.017437
10,1132,1,-0.020636
10,1133,1,-0.026147
10,1134,1,-0.025332
10,1135,1,-0.017699
10,1136,1,-0.0158069999999999
10,1137,1,-0.01615
10,1138,1,-0.017942
10,1139,1,-0.018757
10,1140,1,-0.01842
10,1141,1,-0.016404
10,1142,1,-0.014137
10,1143,1,-0.013083
10,1144,1,-0.022405
10,1145,1,-0.024784
10,1146,1,-0.01769
10,1147,1,-0.017416
10,1148,1,-0.012842
10,1149,1,-0.010389
10,1150,1,-0.0166289999999999
10,1151,1,-0.020047
10,1152,1,-0.022619
10,1153,1,-0.0216629999999999
10,1154,1,-0.0110739999999999
10,1155,1,-0.010849
10,1156,1,-0.017991
10,1157,1,-0.019992
10,1158,1,-0.020802
10,1159,1,-0.0164449999999999
10,1160,1,-0.014102
10,1161,1,-0.014341
10,1162,1,-0.016059
10,1163,1,-0.0204
10,1164,1,-0.024491
10,1165,1,-0.021072
10,1166,1,-0.012445
10,1167,1,-0.015847
10,1168,1,-0.014204
10,1169,1,-0.021329
10,1170,1,-0.018078
10,1171,1,-0.017777
10,1172,1,-0.0145389999999999
10,1173,1,-0.016212
10,1174,1,-0.022675
10,1175,1,-0.029963
10,1176,1,-0.029023
10,1177,1,-0.017347
10,1178,1,-0.009071
10,1179,1,-0.012601
10,1180,1,-0.015647
10,1181,1,-0.018297
10,1182,1,-0.019753
10,1183,1,-0.0181449999999999
10,1184,1,-0.012813
10,1185,1,-0.010084
10,1186,1,-0.0146699999999999
10,1187,1,-0.021988
10,1188,1,-0.026956
10,1189,1,-0.025755
10,1190,1,-0.018653
10,1191,1,-0.0098269999999999
10,1192,1,-0.018537
10,1193,1,-0.024275
10,1194,1,-0.027191
10,1195,1,-0.023496
10,1196,1,-0.0195979999999999
10,1197,1,-0.010115
10,1198,1,-0.0141789999999999
10,1199,1,-0.013349
10,1200,1,-0.018634
10,1201,1,-0.019739
10,1202,1,-0.017961
10,1203,1,-0.011008
10,1204,1,-0.012429
10,1205,1,-0.017792
10,1206,1,-0.015496
10,1207,1,-0.024437
10,1208,1,-0.0193939999999999
10,1209,1,-0.019618
10,1210,1,-0.023212
10,1211,1,-0.017138
10,1212,1,-0.024361
10,1213,1,-0.019205
10,1214,1,-0.012407
10,1215,1,-0.00619
10,1216,1,-0.0115129999999999
10,1217,1,-0.017494
10,1218,1,-0.019794
10,1219,1,-0.014169
10,1220,1,-0.013436
10,1221,1,-0.01556
10,1222,1,-0.016959
10,1223,1,-0.018482
10,1224,1,-0.023872
10,1225,1,-0.0228699999999999
10,1226,1,-0.012163
10,1227,1,-0.010332
10,1228,1,-0.0183419999999999
10,1229,1,-0.016865
10,1230,1,-0.02105
10,1231,1,-0.023451
10,1232,1,-0.0120159999999999
10,1233,1,-0.010887
10,1234,1,-0.012704
10,1235,1,-0.0138
10,1236,1,-0.023204
10,1237,1,-0.023806
10,1238,1,-0.017796
10,1239,1,-0.009992
10,1240,1,-0.01409
10,1241,1,-0.01907
10,1242,1,-0.022482
10,1243,1,-0.023176
10,1244,1,-0.015631
10,1245,1,-0.016844
10,1246,1,-0.011815
10,1247,1,-0.01701
10,1248,1,-0.013971
10,1249,1,-0.021332
10,1250,1,-0.013385
10,1251,1,-0.011217
10,1252,1,-0.013828
10,1253,1,-0.0129419999999999
10,1254,1,-0.02412
10,1255,1,-0.021845
10,1256,1,-0.019939
10,1257,1,-0.020197
10,1258,1,-0.018462
10,1259,1,-0.01559
10,1260,1,-0.024081
10,1261,1,-0.022149
10,1262,1,-0.0185
10,1263,1,-0.018859
10,1264,1,-0.0115129999999999
10,1265,1,-0.012958
10,1266,1,-0.022108
10,1267,1,-0.020087
10,1268,1,-0.018514
10,1269,1,-0.018979
10,1270,1,-0.017459
10,1271,1,-0.015053
10,1272,1,-0.020636
10,1273,1,-0.021199
10,1274,1,-0.021077
10,1275,1,-0.020123
10,1276,1,-0.012043
10,1277,1,-0.015975
10,1278,1,-0.016138
10,1279,1,-0.021069
10,1280,1,-0.015187
10,1281,1,-0.0158
10,1282,1,-0.018188
10,1283,1,-0.015427
10,1284,1,-0.020294
10,1285,1,-0.016208
10,1286,1,-0.019057
10,1287,1,-0.016091
10,1288,1,-0.018123
10,1289,1,-0.013682
10,1290,1,-0.0276589999999999
10,1291,1,-0.013699
10,1292,1,-0.016743
10,1293,1,-0.016618
10,1294,1,-0.019413
10,1295,1,-0.011752
10,1296,1,-0.022256
10,1297,1,-0.028354
10,1298,1,-0.026449
10,1299,1,-0.02027
10,1300,1,-0.009393
10,1301,1,-0.016055
10,1302,1,-0.01485
10,1303,1,-0.010536
10,1304,1,-0.017613
10,1305,1,-0.019254
10,1306,1,-0.015645
10,1307,1,-0.008426
10,1308,1,-0.022906
10,1309,1,-0.015694
10,1310,1,-0.020421
10,1311,1,-0.015698
10,1312,1,-0.0023989999999999
10,1313,1,-0.0016179999999999
10,1314,1,-0.0122329999999999
10,1315,1,-0.021802
10,1316,1,-0.033632
10,1317,1,-0.024933
10,1318,1,-0.015049
10,1319,1,-0.017786
10,1320,1,-0.017625
10,1321,1,-0.01735
10,1322,1,-0.023143
10,1323,1,-0.022562
10,1324,1,-0.009333
10,1325,1,-0.013807
10,1326,1,-0.005826
10,1327,1,-0.018951
10,1328,1,-0.015597
10,1329,1,-0.019045
10,1330,1,-0.01243
10,1331,1,-0.015429
10,1332,1,-0.025387
10,1333,1,-0.022223
10,1334,1,-0.029231
10,1335,1,-0.01843
10,1336,1,-0.002169
10,1337,1,0.0027329999999999
10,1338,1,-0.006389
10,1339,1,-0.017813
10,1340,1,-0.029044
10,1341,1,-0.0260339999999999
10,1342,1,-0.017672
10,1343,1,-0.020939
10,1344,1,-0.0171979999999999
10,1345,1,-0.023102
10,1346,1,-0.022887
10,1347,1,-0.015956
10,1348,1,-0.007001
10,1349,1,-0.007167
10,1350,1,-0.008622
10,1351,1,-0.016172
10,1352,1,-0.018772
10,1353,1,-0.021969
10,1354,1,-0.017649
10,1355,1,-0.014087
10,1356,1,-0.017093
10,1357,1,-0.018115
10,1358,1,-0.024471
10,1359,1,-0.027964
10,1360,1,-0.015684
10,1361,1,-0.00942
10,1362,1,-0.012821
10,1363,1,-0.016181
10,1364,1,-0.024932
10,1365,1,-0.026001
10,1366,1,-0.015847
10,1367,1,-0.017117
10,1368,1,-0.009332
10,1369,1,-0.013854
10,1370,1,-0.020246
10,1371,1,-0.016009
10,1372,1,-0.013612
10,1373,1,-0.012863
10,1374,1,-0.014622
10,1375,1,-0.016658
10,1376,1,-0.026011
10,1377,1,-0.027418
10,1378,1,-0.025531
10,1379,1,-0.019818
10,1380,1,-0.015338
10,1381,1,-0.0156639999999999
10,1382,1,-0.024607
10,1383,1,-0.025382
10,1384,1,-0.012899
10,1385,1,-0.014282
10,1386,1,-0.008167
10,1387,1,-0.008827
10,1388,1,-0.014574
10,1389,1,-0.017178
10,1390,1,-0.018196
10,1391,1,-0.018224
10,1392,1,-0.022005
10,1393,1,-0.020584
10,1394,1,-0.027673
10,1395,1,-0.026021
10,1396,1,-0.018665
10,1397,1,-0.0178289999999999
10,1398,1,-0.0116709999999999
10,1399,1,-0.0149819999999999
10,1400,1,-0.017428
10,1401,1,-0.015611
10,1402,1,-0.014207
10,1403,1,-0.020307
10,1404,1,-0.016027
10,1405,1,-0.017353
10,1406,1,-0.018912
10,1407,1,-0.016755
10,1408,1,-0.014868
10,1409,1,-0.010594
10,1410,1,-0.017618
10,1411,1,-0.0203689999999999
10,1412,1,-0.029391
10,1413,1,-0.0269699999999999
10,1414,1,-0.018127
10,1415,1,-0.016531
10,1416,1,-0.013037
10,1417,1,-0.020794
10,1418,1,-0.023451
10,1419,1,-0.015521
10,1420,1,-0.010445
10,1421,1,-0.0099049999999999
10,1422,1,-0.00451
10,1423,1,-0.017772
10,1424,1,-0.020549
10,1425,1,-0.0146889999999999
10,1426,1,-0.02328
10,1427,1,-0.015699
10,1428,1,-0.014625
10,1429,1,-0.012374
10,1430,1,-0.0169
10,1431,1,-0.0236889999999999
10,1432,1,-0.021683
10,1433,1,-0.013975
10,1434,1,-0.009403
10,1435,1,-0.011925
10,1436,1,-0.017575
10,1437,1,-0.019187
10,1438,1,-0.021887
10,1439,1,-0.017028
10,1440,1,-0.014159
10,1441,1,-0.013803
10,1442,1,-0.017894
10,1443,1,-0.023936
10,1444,1,-0.022411
10,1445,1,-0.016998
10,1446,1,-0.017296
10,1447,1,-0.011193
10,1448,1,-0.015584
10,1449,1,-0.012039
10,1450,1,-0.018581
10,1451,1,-0.022569
10,1452,1,-0.013149
10,1453,1,-0.020577
10,1454,1,-0.017526
10,1455,1,-0.019159
10,1456,1,-0.017079
10,1457,1,-0.013267
10,1458,1,-0.0134669999999999
10,1459,1,-0.01535
10,1460,1,-0.019203
10,1461,1,-0.02036
10,1462,1,-0.0203689999999999
10,1463,1,-0.018383
10,1464,1,-0.014375
10,1465,1,-0.015976
10,1466,1,-0.021648
10,1467,1,-0.024302
10,1468,1,-0.017171
10,1469,1,-0.0138
10,1470,1,-0.009295
10,1471,1,-0.012971
10,1472,1,-0.017841
10,1473,1,-0.019974
10,1474,1,-0.01894
10,1475,1,-0.017156
10,1476,1,-0.010172
10,1477,1,-0.01639
10,1478,1,-0.018466
10,1479,1,-0.021602
10,1480,1,-0.025343
10,1481,1,-0.019035
10,1482,1,-0.006831
10,1483,1,-0.007653
10,1484,1,-0.013866
10,1485,1,-0.018043
10,1486,1,-0.0231129999999999
10,1487,1,-0.021431
10,1488,1,-0.020683
10,1489,1,-0.018835
10,1490,1,-0.011757
10,1491,1,-0.020812
10,1492,1,-0.024731
10,1493,1,-0.018262
10,1494,1,-0.021936
10,1495,1,-0.01265
10,1496,1,-0.014696
10,1497,1,-0.016983
10,1498,1,-0.025296
10,1499,1,-0.022356
10,1500,1,-0.0180889999999999
10,1501,1,-0.009976
10,1502,1,-0.013053
10,1503,1,-0.016717
10,1504,1,-0.024867
10,1505,1,-0.023038
10,1506,1,-0.013922
10,1507,1,-0.018736
10,1508,1,-0.019265
10,1509,1,-0.016168
10,1510,1,-0.019409
10,1511,1,-0.017365
10,1512,1,-0.015698
10,1513,1,-0.016375
10,1514,1,-0.013666
10,1515,1,-0.016455
10,1516,1,-0.024953
10,1517,1,-0.020252
10,1518,1,-0.0165319999999999
10,1519,1,-0.017725
10,1520,1,-0.016799
10,1521,1,-0.012327
10,1522,1,-0.022887
10,1523,1,-0.0152909999999999
10,1524,1,-0.020571
10,1525,1,-0.01874
10,1526,1,-0.016234
10,1527,1,-0.0266959999999999
10,1528,1,-0.021915
10,1529,1,-0.02192
10,1530,1,-0.015717
10,1531,1,-0.01295
10,1532,1,-0.015604
10,1533,1,-0.01822
10,1534,1,-0.019875
10,1535,1,-0.015261
10,1536,1,-0.0144129999999999
10,1537,1,-0.009082
10,1538,1,-0.0147009999999999
10,1539,1,-0.019328
10,1540,1,-0.026682
10,1541,1,-0.0221199999999999
10,1542,1,-0.022904
10,1543,1,-0.016564
10,1544,1,-0.017549
10,1545,1,-0.006429
10,1546,1,-0.010029
10,1547,1,-0.028575
10,1548,1,-0.031145
10,1549,1,-0.024569
10,1550,1,-0.018486
10,1551,1,-0.005122
10,1552,1,-0.022268
10,1553,1,-0.000589
10,1554,1,-0.017523
10,1555,1,-0.016881
10,1556,1,-0.014782
10,1557,1,-0.010703
10,1558,1,-0.022154
10,1559,1,-0.011963
10,1560,1,-0.023895
10,1561,1,-0.028132
10,1562,1,-0.0150889999999999
10,1563,1,-0.021851
10,1564,1,-0.018334
10,1565,1,-0.014497
10,1566,1,-0.015715
10,1567,1,-0.01565
10,1568,1,-0.018827
10,1569,1,-0.022503
10,1570,1,-0.016838
10,1571,1,-0.010912
10,1572,1,-0.026592
10,1573,1,-0.013807
10,1574,1,-0.013112
10,1575,1,-0.022356
10,1576,1,-0.0120819999999999
10,1577,1,-0.017641
10,1578,1,-0.017769
10,1579,1,-0.011372
10,1580,1,-0.016956
10,1581,1,-0.0197919999999999
10,1582,1,-0.018119
10,1583,1,-0.022119
10,1584,1,-0.021593
10,1585,1,-0.020837
10,1586,1,-0.017937
10,1587,1,-0.01333
10,1588,1,-0.022855
10,1589,1,-0.025791
10,1590,1,-0.017252
10,1591,1,-0.01369
10,1592,1,-0.017187
10,1593,1,-0.016035
10,1594,1,-0.01977
10,1595,1,-0.021558
10,1596,1,-0.019049
10,1597,1,-0.018068
10,1598,1,-0.012204
10,1599,1,-0.015382
10,1600,1,-0.02157
10,1601,1,-0.0203789999999999
10,1602,1,-0.017429
10,1603,1,-0.014374
10,1604,1,-0.005691
10,1605,1,-0.014934
10,1606,1,-0.0211979999999999
10,1607,1,-0.017335
10,1608,1,-0.0265
10,1609,1,-0.022611
10,1610,1,-0.022583
10,1611,1,-0.017777
10,1612,1,-0.011593
10,1613,1,-0.017602
10,1614,1,-0.028013
10,1615,1,-0.012977
10,1616,1,-0.0136169999999999
10,1617,1,-0.0149349999999999
10,1618,1,-0.015294
10,1619,1,-0.020653
10,1620,1,-0.024169
10,1621,1,-0.022393
10,1622,1,-0.0143159999999999
10,1623,1,-0.011646
10,1624,1,-0.013178
10,1625,1,-0.019058
10,1626,1,-0.020526
10,1627,1,-0.018278
10,1628,1,-0.01669
10,1629,1,-0.015421
10,1630,1,-0.019933
10,1631,1,-0.023237
10,1632,1,-0.020704
10,1633,1,-0.014216
10,1634,1,-0.013353
10,1635,1,-0.013043
10,1636,1,-0.012203
10,1637,1,-0.021924
10,1638,1,-0.021178
10,1639,1,-0.016576
10,1640,1,-0.010111
10,1641,1,-0.016929
10,1642,1,-0.015604
10,1643,1,-0.023386
10,1644,1,-0.028138
10,1645,1,-0.0252669999999999
10,1646,1,-0.019331
10,1647,1,-0.0147419999999999
10,1648,1,-0.012513
10,1649,1,-0.020924
10,1650,1,-0.019514
10,1651,1,-0.011126
10,1652,1,-0.0085849999999999
10,1653,1,-0.009849
10,1654,1,-0.016614
10,1655,1,-0.0198759999999999
10,1656,1,-0.02648
10,1657,1,-0.017749
10,1658,1,-0.016015
10,1659,1,-0.015508
10,1660,1,-0.012709
10,1661,1,-0.020231
10,1662,1,-0.021102
10,1663,1,-0.017273
10,1664,1,-0.013956
10,1665,1,-0.011431
10,1666,1,-0.0138979999999999
10,1667,1,-0.016349
10,1668,1,-0.019621
10,1669,1,-0.024166
10,1670,1,-0.02274
10,1671,1,-0.01193
10,1672,1,-0.013091
10,1673,1,-0.017651
10,1674,1,-0.022938
10,1675,1,-0.020842
10,1676,1,-0.018545
10,1677,1,-0.013768
10,1678,1,-0.011122
10,1679,1,-0.016485
10,1680,1,-0.019378
10,1681,1,-0.017985
10,1682,1,-0.0210729999999999
10,1683,1,-0.011926
10,1684,1,-0.011009
10,1685,1,-0.013847
10,1686,1,-0.020756
10,1687,1,-0.022437
10,1688,1,-0.018925
10,1689,1,-0.0149319999999999
10,1690,1,-0.021628
10,1691,1,-0.018657
10,1692,1,-0.019154
10,1693,1,-0.016567
10,1694,1,-0.02146
10,1695,1,-0.012652
10,1696,1,-0.01291
10,1697,1,-0.01432
10,1698,1,-0.01869
10,1699,1,-0.020454
10,1700,1,-0.018246
10,1701,1,-0.016035
10,1702,1,-0.01354
10,1703,1,-0.023047
10,1704,1,-0.026742
10,1705,1,-0.024938
10,1706,1,-0.0174479999999999
10,1707,1,-0.019878
10,1708,1,-0.017015
10,1709,1,-0.011951
10,1710,1,-0.017776
10,1711,1,-0.022983
10,1712,1,-0.0221659999999999
10,1713,1,-0.012178
10,1714,1,-0.011275
10,1715,1,-0.016465
10,1716,1,-0.01934
10,1717,1,-0.024218
10,1718,1,-0.024096
10,1719,1,-0.017879
10,1720,1,-0.008943
10,1721,1,-0.016817
10,1722,1,-0.024515
10,1723,1,-0.026271
10,1724,1,-0.0248129999999999
10,1725,1,-0.018643
10,1726,1,-0.007381
10,1727,1,-0.013866
10,1728,1,-0.01687
10,1729,1,-0.018165
10,1730,1,-0.023584
10,1731,1,-0.017558
10,1732,1,-0.014772
10,1733,1,-0.011745
10,1734,1,-0.019878
10,1735,1,-0.021638
10,1736,1,-0.025412
10,1737,1,-0.019884
10,1738,1,-0.015625
10,1739,1,-0.018606
10,1740,1,-0.0149909999999999
10,1741,1,-0.023422
10,1742,1,-0.02052
10,1743,1,-0.013475
10,1744,1,-0.009137
10,1745,1,-0.0119099999999999
10,1746,1,-0.01643
10,1747,1,-0.020666
10,1748,1,-0.02172
10,1749,1,-0.0145169999999999
10,1750,1,-0.018356
10,1751,1,-0.014813
10,1752,1,-0.013838
10,1753,1,-0.016034
10,1754,1,-0.016012
10,1755,1,-0.015052
10,1756,1,-0.008115
10,1757,1,-0.018733
10,1758,1,-0.023594
10,1759,1,-0.023883
10,1760,1,-0.027622
10,1761,1,-0.014571
10,1762,1,-0.007325
10,1763,1,-0.0138039999999999
10,1764,1,-0.0122069999999999
10,1765,1,-0.022475
10,1766,1,-0.026929
10,1767,1,-0.023634
10,1768,1,-0.018663
10,1769,1,-0.016971
10,1770,1,-0.015715
10,1771,1,-0.02119
10,1772,1,-0.014242
10,1773,1,-0.000486
10,1774,1,-0.005685
10,1775,1,-0.015436
10,1776,1,-0.019003
10,1777,1,-0.014775
10,1778,1,-0.014734
10,1779,1,-0.019288
10,1780,1,-0.018544
10,1781,1,-0.02388
10,1782,1,-0.020482
10,1783,1,-0.017359
10,1784,1,-0.0307709999999999
10,1785,1,-0.005234
10,1786,1,-0.0139759999999999
10,1787,1,-0.012465
10,1788,1,-0.019005
10,1789,1,-0.018646
10,1790,1,-0.028112
10,1791,1,-0.015437
10,1792,1,-0.019961
10,1793,1,-0.02163
10,1794,1,-0.009565
10,1795,1,-0.018882
10,1796,1,-0.015091
10,1797,1,-0.007128
10,1798,1,-0.016608
10,1799,1,-0.012237
10,1800,1,-0.013012
10,1801,1,-0.025183
10,1802,1,-0.030775
10,1803,1,-0.03477
10,1804,1,-0.028446
10,1805,1,-0.010805
10,1806,1,-0.012664
10,1807,1,-0.013893
10,1808,1,-0.009448
10,1809,1,-0.017584
10,1810,1,-0.012222
10,1811,1,-0.01104
10,1812,1,-0.017334
10,1813,1,-0.013584
10,1814,1,-0.024009
10,1815,1,-0.025868
10,1816,1,-0.021985
10,1817,1,-0.015619
10,1818,1,-0.015749
10,1819,1,-0.009851
10,1820,1,-0.02411
10,1821,1,-0.019869
10,1822,1,-0.020725
10,1823,1,-0.016587
10,1824,1,-0.016533
10,1825,1,-0.0251419999999999
10,1826,1,-0.028093
10,1827,1,-0.026136
10,1828,1,-0.019132
10,1829,1,-0.0092909999999999
10,1830,1,-0.008315
10,1831,1,-0.013146
10,1832,1,-0.016253
10,1833,1,-0.023348
10,1834,1,-0.019305
10,1835,1,-0.014955
10,1836,1,-0.016058
10,1837,1,-0.0181069999999999
10,1838,1,-0.020161
10,1839,1,-0.021971
10,1840,1,-0.020193
10,1841,1,-0.018949
10,1842,1,-0.008715
10,1843,1,-0.015937
10,1844,1,-0.022002
10,1845,1,-0.0246979999999999
10,1846,1,-0.021235
10,1847,1,-0.020706
10,1848,1,-0.008867
10,1849,1,-0.015586
10,1850,1,-0.021324
10,1851,1,-0.0204
10,1852,1,-0.021389
10,1853,1,-0.017019
10,1854,1,-0.013343
10,1855,1,-0.014824
10,1856,1,-0.02064
10,1857,1,-0.01766
10,1858,1,-0.021892
10,1859,1,-0.015785
10,1860,1,-0.012222
10,1861,1,-0.01773
10,1862,1,-0.018099
10,1863,1,-0.021785
10,1864,1,-0.019559
10,1865,1,-0.015335
10,1866,1,-0.010915
10,1867,1,-0.018336
10,1868,1,-0.023482
10,1869,1,-0.020485
10,1870,1,-0.013777
10,1871,1,-0.010215
10,1872,1,-0.012783
10,1873,1,-0.011184
10,1874,1,-0.014121
10,1875,1,-0.020643
10,1876,1,-0.024055
10,1877,1,-0.013815
10,1878,1,-0.012492
10,1879,1,-0.015745
10,1880,1,-0.019934
10,1881,1,-0.022762
10,1882,1,-0.028096
10,1883,1,-0.018226
10,1884,1,-0.01403
10,1885,1,-0.0148569999999999
10,1886,1,-0.01286
10,1887,1,-0.0208199999999999
10,1888,1,-0.0258839999999999
10,1889,1,-0.019382
10,1890,1,-0.011301
10,1891,1,-0.009252
10,1892,1,-0.014493
10,1893,1,-0.022789
10,1894,1,-0.021883
10,1895,1,-0.0142669999999999
10,1896,1,-0.018932
10,1897,1,-0.015985
10,1898,1,-0.016056
10,1899,1,-0.01963
10,1900,1,-0.019801
10,1901,1,-0.017426
10,1902,1,-0.016982
10,1903,1,-0.015819
10,1904,1,-0.0166639999999999
10,1905,1,-0.019041
10,1906,1,-0.019681
10,1907,1,-0.014093
10,1908,1,-0.011646
10,1909,1,-0.013487
10,1910,1,-0.017245
10,1911,1,-0.022389
10,1912,1,-0.025259
10,1913,1,-0.021484
10,1914,1,-0.020704
10,1915,1,-0.0135419999999999
10,1916,1,-0.014294
10,1917,1,-0.019708
10,1918,1,-0.020646
10,1919,1,-0.019784
10,1920,1,-0.01779
10,1921,1,-0.019039
10,1922,1,-0.012887
10,1923,1,-0.018277
10,1924,1,-0.019082
10,1925,1,-0.018643
10,1926,1,-0.015684
10,1927,1,-0.0140259999999999
10,1928,1,-0.0148289999999999
10,1929,1,-0.0178289999999999
10,1930,1,-0.021285
10,1931,1,-0.016273
10,1932,1,-0.018708
10,1933,1,-0.017116
10,1934,1,-0.018665
10,1935,1,-0.018534
10,1936,1,-0.017297
10,1937,1,-0.018616
10,1938,1,-0.019089
10,1939,1,-0.013412
10,1940,1,-0.019837
10,1941,1,-0.023775
10,1942,1,-0.016004
10,1943,1,-0.018444
10,1944,1,-0.016184
10,1945,1,-0.013327
10,1946,1,-0.018442
10,1947,1,-0.017957
10,1948,1,-0.022827
10,1949,1,-0.02605
10,1950,1,-0.017512
10,1951,1,-0.01149
10,1952,1,-0.018297
10,1953,1,-0.017933
10,1954,1,-0.019163
10,1955,1,-0.023083
10,1956,1,-0.016093
10,1957,1,-0.014447
10,1958,1,-0.009336
10,1959,1,-0.01384
10,1960,1,-0.019622
10,1961,1,-0.0216169999999999
10,1962,1,-0.020773
10,1963,1,-0.014891
10,1964,1,-0.00673
10,1965,1,-0.017854
10,1966,1,-0.0263279999999999
10,1967,1,-0.026879
10,1968,1,-0.023387
10,1969,1,-0.019559
10,1970,1,-0.0122659999999999
10,1971,1,-0.016638
10,1972,1,-0.013094
10,1973,1,-0.022228
10,1974,1,-0.021509
10,1975,1,-0.017906
10,1976,1,-0.008589
10,1977,1,-0.011994
10,1978,1,-0.013244
10,1979,1,-0.01847
10,1980,1,-0.019483
10,1981,1,-0.016177
10,1982,1,-0.029146
10,1983,1,-0.0145949999999999
10,1984,1,-0.0152449999999999
10,1985,1,-0.018338
10,1986,1,-0.014618
10,1987,1,-0.008907
10,1988,1,-0.015944
10,1989,1,-0.028219
10,1990,1,-0.027772
10,1991,1,-0.024265
10,1992,1,-0.013734
10,1993,1,-0.008776
10,1994,1,-0.009775
10,1995,1,-0.013212
10,1996,1,-0.018003
10,1997,1,-0.018869
10,1998,1,-0.015988
10,1999,1,-0.018157
10,2000,1,-0.020232
10,2001,1,-0.024209
10,2002,1,-0.029047
10,2003,1,-0.022596
10,2004,1,-0.012783
10,2005,1,-0.003246
10,2006,1,-0.001464
10,2007,1,-0.00769
10,2008,1,-0.023049
10,2009,1,-0.029272
10,2010,1,-0.02588
10,2011,1,-0.017221
10,2012,1,-0.009189
10,2013,1,-0.0118269999999999
10,2014,1,-0.02162
10,2015,1,-0.033542
10,2016,1,-0.0125069999999999
10,2017,1,-0.016122
10,2018,1,-0.00346
10,2019,1,-0.016086
10,2020,1,-0.016607
10,2021,1,-0.020537
10,2022,1,-0.016778
10,2023,1,-0.01933
10,2024,1,-0.015949
10,2025,1,-0.030031
10,2026,1,-0.02338
10,2027,1,-0.031025
10,2028,1,-0.011956
10,2029,1,-0.0083349999999999
10,2030,1,-0.008738
10,2031,1,-0.008643
10,2032,1,-0.019097
10,2033,1,-0.029105
10,2034,1,-0.023607
10,2035,1,-0.023155
10,2036,1,-0.017976
10,2037,1,-0.022783
10,2038,1,-0.014297
10,2039,1,-0.015628
10,2040,1,-0.018354
10,2041,1,-0.012515
10,2042,1,-0.016116
10,2043,1,-0.00801
10,2044,1,-0.016125
10,2045,1,-0.019864
10,2046,1,-0.021127
10,2047,1,-0.021966
10,2048,1,-0.024108
10,2049,1,-0.014997
10,2050,1,-0.018005
10,2051,1,-0.017931
10,2052,1,-0.020493
10,2053,1,-0.018837
10,2054,1,-0.015839
10,2055,1,-0.0147009999999999
10,2056,1,-0.018033
10,2057,1,-0.019221
10,2058,1,-0.019013
10,2059,1,-0.018802
10,2060,1,-0.014105
10,2061,1,-0.013718
10,2062,1,-0.020714
10,2063,1,-0.018795
10,2064,1,-0.02109
10,2065,1,-0.0147199999999999
10,2066,1,-0.015197
10,2067,1,-0.011929
10,2068,1,-0.018252
10,2069,1,-0.022652
10,2070,1,-0.028473
10,2071,1,-0.025077
10,2072,1,-0.0140629999999999
10,2073,1,-0.008476
10,2074,1,-0.023254
10,2075,1,-0.022313
10,2076,1,-0.01321
10,2077,1,-0.017668
10,2078,1,-0.013766
10,2079,1,-0.010203
10,2080,1,-0.007897
10,2081,1,-0.012751
10,2082,1,-0.021144
10,2083,1,-0.020364
10,2084,1,-0.0213539999999999
10,2085,1,-0.0153509999999999
10,2086,1,-0.0147229999999999
10,2087,1,-0.021731
10,2088,1,-0.019966
10,2089,1,-0.024326
10,2090,1,-0.019953
10,2091,1,-0.014842
10,2092,1,-0.010864
10,2093,1,-0.011695
10,2094,1,-0.015678
10,2095,1,-0.024879
10,2096,1,-0.017676
10,2097,1,-0.017248
10,2098,1,-0.0145979999999999
10,2099,1,-0.017293
10,2100,1,-0.0111209999999999
10,2101,1,-0.013615
10,2102,1,-0.0165909999999999
10,2103,1,-0.0129449999999999
10,2104,1,-0.02051
10,2105,1,-0.020845
10,2106,1,-0.020904
10,2107,1,-0.024363
10,2108,1,-0.017322
10,2109,1,-0.016921
10,2110,1,-0.0139379999999999
10,2111,1,-0.015194
10,2112,1,-0.018623
10,2113,1,-0.016744
10,2114,1,-0.013843
10,2115,1,-0.013362
10,2116,1,-0.016975
10,2117,1,-0.018637
10,2118,1,-0.020548
10,2119,1,-0.018632
10,2120,1,-0.017641
10,2121,1,-0.009894
10,2122,1,-0.010249
10,2123,1,-0.022073
10,2124,1,-0.024087
10,2125,1,-0.023966
10,2126,1,-0.019883
10,2127,1,-0.011146
10,2128,1,-0.01319
10,2129,1,-0.016156
10,2130,1,-0.0160389999999999
10,2131,1,-0.0214639999999999
10,2132,1,-0.022655
10,2133,1,-0.012918
10,2134,1,-0.008667
10,2135,1,-0.015038
