group_id,time,label,value
18,0,1,-0.016821
18,1,1,-0.0201289999999999
18,2,1,-0.018819
18,3,1,-0.017481
18,4,1,-0.010315
18,5,1,-0.011842
18,6,1,-0.0108519999999999
18,7,1,-0.01523
18,8,1,-0.011969
18,9,1,-0.019352
18,10,1,-0.012676
18,11,1,-0.012983
18,12,1,-0.022975
18,13,1,-0.014781
18,14,1,-0.013961
18,15,1,-0.018056
18,16,1,-0.0187479999999999
18,17,1,-0.013952
18,18,1,-0.01753
18,19,1,-0.025042
18,20,1,-0.01485
18,21,1,-0.0145169999999999
18,22,1,-0.009943
18,23,1,-0.014386
18,24,1,-0.020176
18,25,1,-0.022262
18,26,1,-0.0194009999999999
18,27,1,-0.0100959999999999
18,28,1,-0.009106
18,29,1,-0.022517
18,30,1,-0.019947
18,31,1,-0.0131729999999999
18,32,1,-0.021124
18,33,1,-0.020031
18,34,1,-0.014587
18,35,1,-0.022052
18,36,1,-0.020995
18,37,1,-0.015965
18,38,1,-0.019311
18,39,1,-0.0148729999999999
18,40,1,-0.014735
18,41,1,-0.019285
18,42,1,-0.0201259999999999
18,43,1,-0.017412
18,44,1,-0.0083
18,45,1,-0.0105379999999999
18,46,1,-0.011228
18,47,1,-0.008076
18,48,1,-0.018255
18,49,1,-0.032221
18,50,1,-0.026083
18,51,1,-0.018806
18,52,1,-0.015957
18,53,1,-0.0154569999999999
18,54,1,-0.0136789999999999
18,55,1,-0.016678
18,56,1,-0.026425
18,57,1,-0.013421
18,58,1,-0.0159169999999999
18,59,1,-0.018865
18,60,1,-0.022251
18,61,1,-0.019198
18,62,1,-0.013624
18,63,1,-0.015628
18,64,1,-0.015813
18,65,1,-0.018352
18,66,1,-0.020931
18,67,1,-0.009898
18,68,1,-0.020659
18,69,1,-0.015981
18,70,1,-0.023269
18,71,1,-0.0139569999999999
18,72,1,-0.0147229999999999
18,73,1,-0.020717
18,74,1,-0.0132979999999999
18,75,1,-0.017467
18,76,1,-0.025874
18,77,1,-0.026001
18,78,1,-0.022366
18,79,1,-0.0196
18,80,1,-0.0197199999999999
18,81,1,-0.021242
18,82,1,-0.012025
18,83,1,-0.051625
18,84,1,-0.025087
18,85,1,-0.038451
18,86,1,-0.0182699999999999
18,87,1,-0.006934
18,88,1,-0.008743
18,89,1,-0.009834
18,90,1,-0.012004
18,91,1,-0.023928
18,92,1,-0.015208
18,93,1,-0.016361
18,94,1,-0.015045
18,95,1,-0.014122
18,96,1,-0.011746
18,97,1,-0.017848
18,98,1,0.0016719999999999
18,99,1,-0.018992
18,100,1,-0.030213
18,101,1,-0.028131
18,102,1,-0.029851
18,103,1,-0.013294
18,104,1,-0.017845
18,105,1,-0.015277
18,106,1,-0.012521
18,107,1,-0.019021
18,108,1,-0.013415
18,109,1,-0.004573
18,110,1,-0.021051
18,111,1,-0.018017
18,112,1,-0.007447
18,113,1,-0.024519
18,114,1,-0.0223419999999999
18,115,1,-0.024636
18,116,1,-0.02076
18,117,1,-0.017871
18,118,1,-0.0195009999999999
18,119,1,-0.010218
18,120,1,-0.020862
18,121,1,-0.019918
18,122,1,-0.0260959999999999
18,123,1,-0.014634
18,124,1,-0.0116709999999999
18,125,1,-0.0161569999999999
18,126,1,-0.012339
18,127,1,-0.018696
18,128,1,-0.01528
18,129,1,-0.015823
18,130,1,-0.023932
18,131,1,-0.014172
18,132,1,-0.017608
18,133,1,-0.019887
18,134,1,-0.018144
18,135,1,-0.012037
18,136,1,-0.016281
18,137,1,-0.023883
18,138,1,-0.025587
18,139,1,-0.022934
18,140,1,-0.021513
18,141,1,-0.018282
18,142,1,-0.0217
18,143,1,-0.010865
18,144,1,-0.001332
18,145,1,-0.012487
18,146,1,-0.007525
18,147,1,-0.02605
18,148,1,-0.014955
18,149,1,-0.016779
18,150,1,-0.021932
18,151,1,-0.017956
18,152,1,-0.0182419999999999
18,153,1,-0.017929
18,154,1,-0.020846
18,155,1,-0.022294
18,156,1,-0.023743
18,157,1,-0.01466
18,158,1,-0.016543
18,159,1,-0.010305
18,160,1,-0.0088519999999999
18,161,1,-0.018829
18,162,1,-0.019076
18,163,1,-0.012652
18,164,1,-0.008323
18,165,1,-0.015275
18,166,1,-0.005116
18,167,1,-0.018916
18,168,1,-0.019402
18,169,1,-0.017218
18,170,1,-0.02752
18,171,1,-0.018811
18,172,1,-0.013977
18,173,1,-0.021121
18,174,1,-0.019959
18,175,1,-0.016406
18,176,1,-0.011963
18,177,1,-0.025089
18,178,1,-0.0196259999999999
18,179,1,-0.0190229999999999
18,180,1,-0.007915
18,181,1,-0.011524
18,182,1,-0.0087099999999999
18,183,1,-0.0150409999999999
18,184,1,-0.016574
18,185,1,-0.01824
18,186,1,-0.020837
18,187,1,-0.020841
18,188,1,-0.016344
18,189,1,-0.015159
18,190,1,-0.0184
18,191,1,-0.01707
18,192,1,-0.025328
18,193,1,-0.015721
18,194,1,-0.02043
18,195,1,-0.0114
18,196,1,-0.012298
18,197,1,-0.016829
18,198,1,-0.021112
18,199,1,-0.014852
18,200,1,-0.01346
18,201,1,-0.020439
18,202,1,-0.017758
18,203,1,-0.019851
18,204,1,-0.013588
18,205,1,-0.016523
18,206,1,-0.025286
18,207,1,-0.021097
18,208,1,-0.021174
18,209,1,-0.024608
18,210,1,-0.028573
18,211,1,-0.0167
18,212,1,-0.017335
18,213,1,-0.007842
18,214,1,-0.022315
18,215,1,-0.0067519999999999
18,216,1,-0.012019
18,217,1,-0.01396
18,218,1,-0.024123
18,219,1,-0.025069
18,220,1,-0.019844
18,221,1,-0.012794
18,222,1,-0.016082
18,223,1,-0.008179
18,224,1,-0.0211
18,225,1,-0.021771
18,226,1,-0.019397
18,227,1,-0.021321
18,228,1,-0.020079
18,229,1,-0.017712
18,230,1,-0.016565
18,231,1,-0.013419
18,232,1,-0.014366
18,233,1,-0.021562
18,234,1,-0.019362
18,235,1,-0.022341
18,236,1,-0.0187939999999999
18,237,1,-0.018219
18,238,1,-0.0178009999999999
18,239,1,-0.021286
18,240,1,-0.016312
18,241,1,-0.016215
18,242,1,-0.025763
18,243,1,-0.0139569999999999
18,244,1,-0.019966
18,245,1,-0.017416
18,246,1,-0.024762
18,247,1,-0.017277
18,248,1,-0.023512
18,249,1,-0.026135
18,250,1,-0.0265779999999999
18,251,1,-0.018309
18,252,1,-0.014464
18,253,1,-0.0110239999999999
18,254,1,-0.0185129999999999
18,255,1,-0.0244
18,256,1,-0.015962
18,257,1,-0.010418
18,258,1,-0.02258
18,259,1,-0.020564
18,260,1,-0.019676
18,261,1,-0.021282
18,262,1,-0.015484
18,263,1,-0.017686
18,264,1,-0.017683
18,265,1,-0.020373
18,266,1,-0.018016
18,267,1,-0.019265
18,268,1,-0.019242
18,269,1,-0.024867
18,270,1,-0.0174919999999999
18,271,1,-0.015037
18,272,1,-0.019516
18,273,1,-0.017371
18,274,1,-0.014562
18,275,1,-0.022529
18,276,1,-0.019303
18,277,1,-0.015541
18,278,1,-0.018949
18,279,1,-0.018056
18,280,1,-0.015911
18,281,1,-0.012268
18,282,1,-0.020305
18,283,1,-0.019688
18,284,1,-0.023367
18,285,1,-0.017746
18,286,1,-0.017079
18,287,1,-0.021554
18,288,1,-0.015875
18,289,1,-0.022909
18,290,1,-0.016614
18,291,1,-0.0160599999999999
18,292,1,-0.012264
18,293,1,-0.011798
18,294,1,-0.011325
18,295,1,-0.019338
18,296,1,-0.020516
18,297,1,-0.013936
18,298,1,-0.016211
18,299,1,-0.020669
18,300,1,-0.023392
18,301,1,-0.018
18,302,1,-0.017741
18,303,1,-0.011204
18,304,1,-0.0208229999999999
18,305,1,-0.009451
18,306,1,-0.0256649999999999
18,307,1,-0.013146
18,308,1,-0.012284
18,309,1,-0.020092
18,310,1,-0.006456
18,311,1,-0.017387
18,312,1,-0.016234
18,313,1,-0.0230919999999999
18,314,1,-0.02153
18,315,1,-0.017155
18,316,1,-0.011831
18,317,1,-0.009857
18,318,1,0.000437
18,319,1,-0.021692
18,320,1,-0.022737
18,321,1,-0.019668
18,322,1,-0.029391
18,323,1,-0.019058
18,324,1,-0.007768
18,325,1,-0.008999
18,326,1,-0.017393
18,327,1,-0.018709
18,328,1,-0.009868
18,329,1,-0.018123
18,330,1,-0.0062159999999999
18,331,1,-0.01613
18,332,1,-0.015699
18,333,1,-0.030242
18,334,1,-0.018483
18,335,1,-0.005465
18,336,1,-0.021384
18,337,1,-0.012661
18,338,1,-0.014231
18,339,1,-0.033323
18,340,1,-0.026146
18,341,1,-0.009403
18,342,1,-0.001539
18,343,1,-0.014568
18,344,1,-0.01009
18,345,1,-0.020011
18,346,1,-0.022561
18,347,1,-0.017459
18,348,1,-0.013883
18,349,1,-0.014763
18,350,1,-0.018599
18,351,1,-0.017707
18,352,1,-0.010876
18,353,1,-0.0230259999999999
18,354,1,-0.0213819999999999
18,355,1,-0.019101
18,356,1,-0.02334
18,357,1,-0.016774
18,358,1,-0.019187
18,359,1,-0.013022
18,360,1,-0.015656
18,361,1,-0.01261
18,362,1,-0.012918
18,363,1,-0.008704
18,364,1,-0.017927
18,365,1,-0.016725
18,366,1,-0.012695
18,367,1,-0.023204
18,368,1,-0.01739
18,369,1,-0.019583
18,370,1,-0.0148449999999999
18,371,1,-0.026841
18,372,1,-0.024291
18,373,1,-0.022172
18,374,1,-0.016668
18,375,1,-0.009161
18,376,1,-0.0154919999999999
18,377,1,-0.026523
18,378,1,-0.005411
18,379,1,-0.016212
18,380,1,-0.00825
18,381,1,-0.024498
18,382,1,-0.006668
18,383,1,-0.020242
18,384,1,-0.01919
18,385,1,-0.020016
18,386,1,-0.0266839999999999
18,387,1,-0.026981
18,388,1,-0.014891
18,389,1,-0.012102
18,390,1,-0.023691
18,391,1,-0.0189639999999999
18,392,1,-0.015613
18,393,1,-0.015162
18,394,1,-0.0196639999999999
18,395,1,-0.013926
18,396,1,-0.017171
18,397,1,-0.014053
18,398,1,-0.009353
18,399,1,-0.01134
18,400,1,-0.014015
18,401,1,-0.02486
18,402,1,-0.011252
18,403,1,-0.017809
18,404,1,-0.026003
18,405,1,-0.031511
18,406,1,-0.0233939999999999
18,407,1,-0.02278
18,408,1,-0.019287
18,409,1,-0.011909
18,410,1,-0.013378
18,411,1,-0.019405
18,412,1,-0.017684
18,413,1,-0.022295
18,414,1,-0.009987
18,415,1,-0.010414
18,416,1,-0.016673
18,417,1,-0.027486
18,418,1,-0.028942
18,419,1,-0.027444
18,420,1,-0.023212
18,421,1,-0.02388
18,422,1,-0.01138
18,423,1,-0.018062
18,424,1,-0.017991
18,425,1,-0.025306
18,426,1,-0.021213
18,427,1,-0.0182
18,428,1,-0.019882
18,429,1,-0.006018
18,430,1,-0.012525
18,431,1,-0.0206139999999999
18,432,1,-0.019653
18,433,1,-0.013236
18,434,1,-0.012465
18,435,1,-0.020713
18,436,1,-0.025301
18,437,1,-0.026516
18,438,1,-0.023422
18,439,1,-0.018435
18,440,1,-0.022762
18,441,1,-0.019068
18,442,1,-0.020791
18,443,1,-0.008731
18,444,1,-0.0229979999999999
18,445,1,-0.016713
18,446,1,-0.018157
18,447,1,-0.010278
18,448,1,-0.012505
18,449,1,-0.015401
18,450,1,-0.010851
18,451,1,-0.01641
18,452,1,-0.018414
18,453,1,-0.023071
18,454,1,-0.019205
18,455,1,-0.019712
18,456,1,-0.019463
18,457,1,-0.021818
18,458,1,-0.023811
18,459,1,-0.015808
18,460,1,-0.0188419999999999
18,461,1,-0.0207
18,462,1,-0.016352
18,463,1,-0.011481
18,464,1,-0.013865
18,465,1,-0.0180199999999999
18,466,1,-0.008867
18,467,1,-0.021178
18,468,1,-0.028626
18,469,1,-0.016799
18,470,1,-0.010056
18,471,1,-0.019219
18,472,1,-0.020063
18,473,1,-0.021233
18,474,1,-0.014284
18,475,1,-0.020248
18,476,1,-0.020502
18,477,1,-0.0177389999999999
18,478,1,-0.014594
18,479,1,-0.014756
18,480,1,-0.011588
18,481,1,-0.016046
18,482,1,-0.024761
18,483,1,-0.014384
18,484,1,-0.016602
18,485,1,-0.016763
18,486,1,-0.012478
18,487,1,-0.016518
18,488,1,-0.022219
18,489,1,-0.018295
18,490,1,-0.01349
18,491,1,-0.016974
18,492,1,-0.016153
18,493,1,-0.021499
18,494,1,-0.01834
18,495,1,-0.0144389999999999
18,496,1,-0.019021
18,497,1,-0.015431
18,498,1,-0.017349
18,499,1,-0.020048
18,500,1,-0.016099
18,501,1,-0.009555
18,502,1,-0.0149509999999999
18,503,1,-0.0066939999999999
18,504,1,-0.020059
18,505,1,-0.012609
18,506,1,-0.015922
18,507,1,-0.017205
18,508,1,-0.019954
18,509,1,-0.026965
18,510,1,-0.015437
18,511,1,-0.013055
18,512,1,-0.01311
18,513,1,-0.0133889999999999
18,514,1,-0.0141479999999999
18,515,1,-0.017672
18,516,1,-0.024314
18,517,1,-0.019687
18,518,1,-0.0146349999999999
18,519,1,-0.010882
18,520,1,-0.013063
18,521,1,-0.016641
18,522,1,-0.020765
18,523,1,-0.0258529999999999
18,524,1,-0.014881
18,525,1,-0.0121599999999999
18,526,1,-0.013758
18,527,1,-0.013341
18,528,1,-0.016071
18,529,1,-0.024664
18,530,1,-0.018538
18,531,1,-0.014477
18,532,1,-0.021223
18,533,1,-0.0217699999999999
18,534,1,-0.0183289999999999
18,535,1,-0.021196
18,536,1,-0.021206
18,537,1,-0.01914
18,538,1,-0.021688
18,539,1,-0.021164
18,540,1,-0.01932
18,541,1,-0.006385
18,542,1,-0.008272
18,543,1,-0.010719
18,544,1,-0.0132
18,545,1,-0.0212879999999999
18,546,1,-0.020235
18,547,1,-0.016702
18,548,1,-0.017077
18,549,1,-0.022468
18,550,1,-0.01914
18,551,1,-0.016193
18,552,1,-0.022047
18,553,1,-0.045481
18,554,1,-0.031769
18,555,1,-0.046645
18,556,1,-0.028143
18,557,1,-0.01652
18,558,1,-0.016896
18,559,1,-0.016564
18,560,1,-0.017112
18,561,1,-0.008389
18,562,1,-0.008164
18,563,1,-0.016626
18,564,1,-0.025067
18,565,1,-0.0312329999999999
18,566,1,-0.01463
18,567,1,-0.020489
18,568,1,-0.011295
18,569,1,-0.030947
18,570,1,-0.025189
18,571,1,-0.016782
18,572,1,-0.031644
18,573,1,-0.024855
18,574,1,-0.027338
18,575,1,-0.016391
18,576,1,-0.02684
18,577,1,-0.019399
18,578,1,-0.024781
18,579,1,-0.008733
18,580,1,-0.003621
18,581,1,-0.012787
18,582,1,-0.011454
18,583,1,-0.022053
18,584,1,-0.0290589999999999
18,585,1,-0.014332
18,586,1,-0.026488
18,587,1,-0.005173
18,588,1,-0.024737
18,589,1,-0.028669
18,590,1,-0.0327029999999999
18,591,1,-0.008013
18,592,1,-0.0163199999999999
18,593,1,-0.0136389999999999
18,594,1,-0.023868
18,595,1,-0.010997
18,596,1,-0.0156199999999999
18,597,1,-0.010205
18,598,1,-0.013796
18,599,1,-0.014284
18,600,1,-0.015847
18,601,1,-0.021738
18,602,1,-0.008279
18,603,1,-0.0233759999999999
18,604,1,-0.022091
18,605,1,-0.022154
18,606,1,-0.027843
18,607,1,-0.0271279999999999
18,608,1,-0.01953
18,609,1,-0.018066
18,610,1,-0.017759
18,611,1,-0.010109
18,612,1,-0.02239
18,613,1,-0.012129
18,614,1,-0.0178949999999999
18,615,1,-0.01137
18,616,1,-0.001769
18,617,1,-0.020262
18,618,1,-0.012192
18,619,1,-0.0190849999999999
18,620,1,-0.019041
18,621,1,-0.019454
18,622,1,-0.024788
18,623,1,-0.014661
18,624,1,-0.019129
18,625,1,-0.016784
18,626,1,-0.0232199999999999
18,627,1,-0.016159
18,628,1,-0.015256
18,629,1,-0.016286
18,630,1,-0.019665
18,631,1,-0.016469
18,632,1,-0.0117209999999999
18,633,1,-0.006984
18,634,1,-0.01908
18,635,1,-0.022446
18,636,1,-0.020898
18,637,1,-0.019856
18,638,1,-0.0120159999999999
18,639,1,-0.020957
18,640,1,-0.022256
18,641,1,-0.008191
18,642,1,-0.020749
18,643,1,-0.017148
18,644,1,-0.022647
18,645,1,-0.021065
18,646,1,-0.01824
18,647,1,-0.014348
18,648,1,-0.014376
18,649,1,-0.008858
18,650,1,-0.011552
18,651,1,-0.022227
18,652,1,-0.018017
18,653,1,-0.021019
18,654,1,-0.019802
18,655,1,-0.0178009999999999
18,656,1,-0.01843
18,657,1,-0.018897
18,658,1,-0.013025
18,659,1,-0.019256
18,660,1,-0.01104
18,661,1,-0.015253
18,662,1,-0.017383
18,663,1,-0.003431
18,664,1,-0.0110879999999999
18,665,1,-0.010539
18,666,1,-0.0143039999999999
18,667,1,-0.0282949999999999
18,668,1,-0.020309
18,669,1,-0.017079
