group_id,time,label,value
18,670,1,-0.0213819999999999
18,671,1,-0.023803
18,672,1,-0.015773
18,673,1,-0.016249
18,674,1,-0.0284029999999999
18,675,1,-0.021865
18,676,1,-0.024777
18,677,1,-0.011932
18,678,1,-0.008851
18,679,1,-0.00628
18,680,1,-0.016296
18,681,1,-0.016631
18,682,1,-0.017344
18,683,1,-0.0139949999999999
18,684,1,-0.022343
18,685,1,-0.015537
18,686,1,-0.014106
18,687,1,-0.017318
18,688,1,-0.016719
18,689,1,-0.022325
18,690,1,-0.020455
18,691,1,-0.026773
18,692,1,-0.010689
18,693,1,-0.0139289999999999
18,694,1,-0.015658
18,695,1,-0.018935
18,696,1,-0.018303
18,697,1,-0.015155
18,698,1,-0.020682
18,699,1,-0.0162509999999999
18,700,1,-0.014435
18,701,1,-0.010597
18,702,1,-0.01721
18,703,1,-0.024138
18,704,1,-0.022673
18,705,1,-0.021676
18,706,1,-0.0269209999999999
18,707,1,-0.030558
18,708,1,-0.021677
18,709,1,-0.019313
18,710,1,-0.013008
18,711,1,-0.023105
18,712,1,-0.008438
18,713,1,-0.007402
18,714,1,-0.010336
18,715,1,-0.02485
18,716,1,-0.021622
18,717,1,-0.020055
18,718,1,-0.018162
18,719,1,-0.013655
18,720,1,-0.008957
18,721,1,-0.0203099999999999
18,722,1,-0.022507
18,723,1,-0.0209099999999999
18,724,1,-0.021386
18,725,1,-0.026997
18,726,1,-0.019323
18,727,1,-0.01705
18,728,1,-0.012889
18,729,1,-0.013691
18,730,1,-0.021102
18,731,1,-0.0213949999999999
18,732,1,-0.019712
18,733,1,-0.0156509999999999
18,734,1,-0.020078
18,735,1,-0.015581
18,736,1,-0.023652
18,737,1,-0.010346
18,738,1,-0.0154569999999999
18,739,1,-0.02172
18,740,1,-0.011478
18,741,1,-0.020383
18,742,1,-0.02094
18,743,1,-0.02474
18,744,1,-0.020475
18,745,1,-0.023391
18,746,1,-0.022413
18,747,1,-0.024915
18,748,1,-0.020432
18,749,1,-0.014191
18,750,1,-0.011115
18,751,1,-0.018833
18,752,1,-0.026284
18,753,1,-0.0150759999999999
18,754,1,-0.009072
18,755,1,-0.019068
18,756,1,-0.016239
18,757,1,-0.01831
18,758,1,-0.024436
18,759,1,-0.014846
18,760,1,-0.017398
18,761,1,-0.016673
18,762,1,-0.024284
18,763,1,-0.0183949999999999
18,764,1,-0.017652
18,765,1,-0.02229
18,766,1,-0.019759
18,767,1,-0.023229
18,768,1,-0.0135639999999999
18,769,1,-0.0178289999999999
18,770,1,-0.0225919999999999
18,771,1,-0.0129389999999999
18,772,1,-0.023409
18,773,1,-0.017686
18,774,1,-0.017682
18,775,1,-0.02089
18,776,1,-0.014583
18,777,1,-0.015002
18,778,1,-0.013488
18,779,1,-0.0201849999999999
18,780,1,-0.0184389999999999
18,781,1,-0.020736
18,782,1,-0.018795
18,783,1,-0.020237
18,784,1,-0.023701
18,785,1,-0.019497
18,786,1,-0.019364
18,787,1,-0.035753
18,788,1,-0.0262029999999999
18,789,1,-0.044175
18,790,1,-0.033269
18,791,1,-0.01401
18,792,1,-0.005202
18,793,1,-0.01566
18,794,1,-0.00936
18,795,1,-0.008578
18,796,1,-0.012833
18,797,1,-0.017297
18,798,1,-0.026944
18,799,1,-0.023703
18,800,1,-0.0141409999999999
18,801,1,-0.008318
18,802,1,-0.0136199999999999
18,803,1,-0.0269389999999999
18,804,1,-0.022788
18,805,1,-0.01259
18,806,1,-0.02217
18,807,1,-0.017401
18,808,1,-0.012884
18,809,1,-0.014725
18,810,1,-0.017181
18,811,1,-0.015858
18,812,1,-0.028081
18,813,1,-0.014603
18,814,1,-0.004501
18,815,1,-0.01092
18,816,1,-0.012183
18,817,1,-0.0243199999999999
18,818,1,-0.01035
18,819,1,-0.0222
18,820,1,-0.0199069999999999
18,821,1,-0.010805
18,822,1,-0.0148849999999999
18,823,1,-0.021971
18,824,1,-0.019726
18,825,1,-0.020205
18,826,1,-0.017319
18,827,1,-0.020447
18,828,1,-0.020036
18,829,1,-0.017083
18,830,1,-0.009776
18,831,1,-0.0082849999999999
18,832,1,-0.007017
18,833,1,-0.0127549999999999
18,834,1,-0.00778
18,835,1,-0.0068819999999999
18,836,1,-0.017428
18,837,1,-0.015793
18,838,1,-0.0220479999999999
18,839,1,-0.021008
18,840,1,-0.020683
18,841,1,-0.01419
18,842,1,-0.0246699999999999
18,843,1,-0.027306
18,844,1,-0.020597
18,845,1,-0.011822
18,846,1,-0.019931
18,847,1,-0.019708
18,848,1,-0.0146169999999999
18,849,1,-0.011192
18,850,1,-0.014458
18,851,1,-0.009649
18,852,1,-0.015709
18,853,1,-0.013309
18,854,1,-0.018792
18,855,1,-0.015645
18,856,1,-0.020002
18,857,1,-0.022283
18,858,1,-0.012915
18,859,1,-0.023482
18,860,1,-0.023617
18,861,1,-0.021648
18,862,1,-0.018876
18,863,1,-0.019187
18,864,1,-0.025668
18,865,1,-0.018404
18,866,1,-0.02148
18,867,1,-0.008109
18,868,1,-0.011178
18,869,1,-0.0112909999999999
18,870,1,-0.012558
18,871,1,-0.0147
18,872,1,-0.0098959999999999
18,873,1,-0.0145069999999999
18,874,1,-0.024304
18,875,1,-0.01728
18,876,1,-0.020313
18,877,1,-0.021462
18,878,1,-0.02924
18,879,1,-0.020384
18,880,1,-0.026879
18,881,1,-0.023879
18,882,1,-0.012656
18,883,1,-0.019962
18,884,1,-0.019065
18,885,1,-0.013161
18,886,1,-0.00853
18,887,1,-0.0155889999999999
18,888,1,-0.01535
18,889,1,-0.013732
18,890,1,-0.015663
18,891,1,-0.025646
18,892,1,-0.0168639999999999
18,893,1,-0.020442
18,894,1,-0.017213
18,895,1,-0.015318
18,896,1,-0.021282
18,897,1,-0.025345
18,898,1,-0.0232509999999999
18,899,1,-0.010667
18,900,1,-0.016689
18,901,1,-0.018932
18,902,1,-0.023575
18,903,1,-0.014711
18,904,1,-0.017508
18,905,1,-0.016712
18,906,1,-0.009545
18,907,1,-0.016202
18,908,1,-0.016003
18,909,1,-0.020035
18,910,1,-0.0209199999999999
18,911,1,-0.019465
18,912,1,-0.018991
18,913,1,-0.025681
18,914,1,-0.023965
18,915,1,-0.023395
18,916,1,-0.023324
18,917,1,-0.023586
18,918,1,-0.018579
18,919,1,-0.015224
18,920,1,-0.014053
18,921,1,-0.009927
18,922,1,-0.011522
18,923,1,-0.013083
18,924,1,-0.020178
18,925,1,-0.0245729999999999
18,926,1,-0.020366
18,927,1,-0.015521
18,928,1,-0.018857
18,929,1,-0.019236
18,930,1,-0.020031
18,931,1,-0.0182169999999999
18,932,1,-0.024787
18,933,1,-0.016523
18,934,1,-0.0191789999999999
18,935,1,-0.018047
18,936,1,-0.021319
18,937,1,-0.018665
18,938,1,-0.020653
18,939,1,-0.013831
18,940,1,-0.007489
18,941,1,-0.021088
18,942,1,-0.0200879999999999
18,943,1,-0.022024
18,944,1,-0.012813
18,945,1,-0.019757
18,946,1,-0.0139889999999999
18,947,1,-0.014031
18,948,1,-0.017314
18,949,1,-0.018123
18,950,1,-0.016359
18,951,1,-0.016517
18,952,1,-0.018357
18,953,1,-0.009863
18,954,1,-0.017287
18,955,1,-0.01923
18,956,1,-0.012998
18,957,1,-0.024711
18,958,1,-0.016517
18,959,1,-0.015307
18,960,1,-0.0162889999999999
18,961,1,-0.019828
18,962,1,-0.01948
18,963,1,-0.012512
18,964,1,-0.025137
18,965,1,-0.024964
18,966,1,-0.020052
18,967,1,-0.012664
18,968,1,-0.014744
18,969,1,-0.0128449999999999
18,970,1,-0.016134
18,971,1,-0.017378
18,972,1,-0.012812
18,973,1,-0.018897
18,974,1,-0.016433
18,975,1,-0.013628
18,976,1,-0.013746
18,977,1,-0.017622
18,978,1,-0.018216
18,979,1,-0.022694
18,980,1,-0.013809
18,981,1,-0.0195669999999999
18,982,1,-0.021484
18,983,1,-0.016602
18,984,1,-0.0144509999999999
18,985,1,-0.018244
18,986,1,-0.017678
18,987,1,-0.019069
18,988,1,-0.020252
18,989,1,-0.015308
18,990,1,-0.014417
18,991,1,-0.010957
18,992,1,-0.014998
18,993,1,-0.024745
18,994,1,-0.018
18,995,1,-0.017428
18,996,1,-0.019687
18,997,1,-0.024809
18,998,1,-0.016211
18,999,1,-0.023229
18,1000,1,-0.00323
18,1001,1,-0.021227
18,1002,1,-0.008698
18,1003,1,-0.0139379999999999
18,1004,1,-0.01468
18,1005,1,-0.023746
18,1006,1,-0.023104
18,1007,1,-0.018385
18,1008,1,-0.008117
18,1009,1,-0.00998
18,1010,1,-0.0143
18,1011,1,-0.015762
18,1012,1,-0.020653
18,1013,1,-0.0239139999999999
18,1014,1,-0.02125
18,1015,1,-0.015668
18,1016,1,-0.017627
18,1017,1,-0.021286
18,1018,1,-0.016396
18,1019,1,-0.018091
18,1020,1,-0.0238169999999999
18,1021,1,-0.006393
18,1022,1,0.006514
18,1023,1,-0.000964
18,1024,1,-0.007772
18,1025,1,-0.015808
18,1026,1,-0.032206
18,1027,1,-0.032791
18,1028,1,-0.007954
18,1029,1,-0.007696
18,1030,1,-0.004541
18,1031,1,-0.011082
18,1032,1,-0.032243
18,1033,1,-0.026606
18,1034,1,-0.019124
18,1035,1,-0.006564
18,1036,1,-0.0137919999999999
18,1037,1,-0.035175
18,1038,1,-0.0268279999999999
18,1039,1,-0.021524
18,1040,1,-0.0167159999999999
18,1041,1,-0.008655
18,1042,1,-0.032007
18,1043,1,-0.021372
18,1044,1,-0.012394
18,1045,1,-0.007109
18,1046,1,-0.014916
18,1047,1,-0.007705
18,1048,1,-0.01474
18,1049,1,-0.017772
18,1050,1,-0.018346
18,1051,1,-0.0200009999999999
18,1052,1,-0.025445
18,1053,1,-0.012761
18,1054,1,-0.0159419999999999
18,1055,1,-0.013946
18,1056,1,-0.019446
18,1057,1,-0.030992
18,1058,1,-0.021558
18,1059,1,-0.020521
18,1060,1,-0.019636
18,1061,1,-0.0119239999999999
18,1062,1,-0.023793
18,1063,1,-0.020849
18,1064,1,-0.015533
18,1065,1,-0.011725
18,1066,1,-0.012109
18,1067,1,-0.009563
18,1068,1,-0.015237
18,1069,1,-0.014952
18,1070,1,-0.009736
18,1071,1,-0.021891
18,1072,1,-0.025056
18,1073,1,-0.024605
18,1074,1,-0.0285029999999999
18,1075,1,-0.021038
18,1076,1,-0.01942
18,1077,1,-0.022389
18,1078,1,-0.0200599999999999
18,1079,1,-0.013237
18,1080,1,-0.012403
18,1081,1,-0.010237
18,1082,1,-0.010798
18,1083,1,-0.018027
18,1084,1,-0.00958
18,1085,1,-0.016582
18,1086,1,-0.022188
18,1087,1,-0.025137
18,1088,1,-0.009017
18,1089,1,-0.018489
18,1090,1,-0.0141789999999999
18,1091,1,-0.03025
18,1092,1,-0.021312
18,1093,1,-0.02168
18,1094,1,-0.016118
18,1095,1,-0.0141009999999999
18,1096,1,-0.020305
18,1097,1,-0.0121269999999999
18,1098,1,-0.010886
18,1099,1,-0.005735
18,1100,1,-0.020388
18,1101,1,-0.021351
18,1102,1,-0.018262
18,1103,1,-0.0155699999999999
18,1104,1,-0.0100069999999999
18,1105,1,-0.013202
18,1106,1,-0.019871
