time_step,motor_speed,torque,i_d,i_q,ambient,coolant,stator_winding,stator_yoke,profile_id,pm
2913,100.02369689941406,103.7146453857422,-43.51225662,132.61732482910156,21.527910232543945,19.20528984069824,22.31043815612793,19.11750221252441,3,24.853458404541016
2914,99.96845245361328,103.74034881591795,-43.51228333,132.61802673339844,21.56502342224121,19.240461349487305,22.35677146911621,19.11695098876953,3,24.86111259460449
2915,99.9878921508789,103.7259292602539,-43.51205826,132.61810302734375,21.643287658691406,19.213851928710938,22.81768035888672,19.122295379638672,3,24.873594284057617
2916,99.9699249267578,103.7148438,-43.51212311,132.61822509765625,21.681907653808597,18.995561599731445,22.91859436035156,19.110137939453125,3,24.861106872558597
2917,100.0060577392578,103.7226791381836,-43.51200104,132.6172332763672,21.838041305541992,18.9327335357666,23.027833938598636,19.13070106506348,3,24.829036712646484
2918,100.00008392333984,103.72282409667967,-43.51217651,132.61752319335938,22.071474075317383,19.20952033996582,23.23225212097168,19.110410690307617,3,24.875682830810547
2919,99.97518920898438,103.7110366821289,-43.51210785,132.6181182861328,22.058818817138672,19.24734306335449,23.262773513793945,19.117658615112305,3,24.878219604492188
2920,99.95417785644533,103.72560119628906,-43.51220703,132.61817932128906,22.157730102539062,19.074731826782227,23.412622451782227,19.17410469055176,3,24.84959602355957
2921,100.00404357910156,103.70094299316406,-43.51194,132.61785888671875,22.138338088989254,18.901430130004883,23.60672187805176,19.187238693237305,3,24.890634536743164
2922,100.01917266845705,103.71896362304688,-43.51217651,132.6177215576172,22.19503402709961,19.25849151611328,24.04088020324707,19.345935821533203,3,24.92060661315918
2923,100.02806091308594,103.7181396484375,-43.51224518,132.6182098388672,22.198915481567383,19.16539192199707,24.25812721252441,19.373363494873047,3,24.853389739990234
2924,99.97753143310548,103.71533966064452,-43.51190567,132.6181182861328,22.188682556152344,18.89650154113769,24.60172271728516,19.38532066345215,3,24.876863479614254
2925,99.97461700439452,103.71055603027344,-43.51175308,132.61827087402344,22.177032470703125,18.91947364807129,24.643217086791992,19.377336502075195,3,24.83124351501465
2926,99.98877716064452,103.71709442138672,-43.51212311,132.61807250976562,22.1854248046875,19.09856605529785,24.899070739746094,19.4376220703125,3,24.874897003173828
2927,99.98094940185548,103.70641326904295,-43.51211929,132.6181641,21.93246841430664,18.968917846679688,25.27421188354492,19.57362365722656,3,24.823322296142575
2928,99.95846557617188,103.7093505859375,-43.51186752,132.61807250976562,21.545867919921875,19.059030532836918,25.576000213623047,19.621112823486328,3,24.837541580200195
2929,100.00725555419922,103.72169494628906,-43.5122757,132.61778259277344,21.523033142089844,18.9052677154541,25.628507614135746,19.648046493530277,3,24.901824951171875
2930,100.02423095703124,103.70635986328124,-43.51146698,132.61752319335938,21.41335105895996,19.248411178588867,25.94689178466797,19.73756599426269,3,24.873016357421875
2931,100.0179443359375,103.71331024169922,-43.51202393,132.6174774169922,21.621788024902344,18.901798248291016,26.259679794311523,19.78034019470215,3,24.828466415405277
2932,99.99246215820312,103.68175506591795,-43.51227951,132.61817932128906,21.56373405456543,19.08003044128418,26.327152252197266,19.809823989868164,3,24.849607467651367
2933,99.98402404785156,103.69530487060548,-43.51184845,132.61814880371094,21.48607444763184,19.066469192504883,26.3779411315918,19.834259033203125,3,24.858184814453125
2934,100.0075912475586,103.7003936767578,-43.51168823,132.6174774169922,21.57633209228516,18.88633346557617,26.38326835632324,19.83946990966797,3,24.863874435424805
2935,99.98098754882812,103.70398712158205,-43.5117569,132.61822509765625,21.70515251159668,18.960838317871094,26.38418197631836,19.842777252197266,3,24.870445251464844
2936,100.02820587158205,103.69178009033205,-43.51225662,132.61813354492188,21.676668167114254,19.19528579711914,26.40806579589844,19.846160888671875,3,24.88292694091797
2937,99.9942626953125,103.70440673828124,-43.51182175,132.61825561523438,21.661075592041016,19.24696922302246,26.535171508789062,19.849422454833984,3,24.871660232543945
2938,99.95672607421876,103.70545196533205,-43.51173782,132.61801147460938,21.611967086791992,18.99367904663086,26.576963424682617,19.85017967224121,3,24.860933303833008
2939,99.9806671142578,103.68851470947266,-43.5118866,132.61827087402344,21.66807746887207,19.168441772460938,27.352426528930664,19.85061264038086,3,24.92085075378418
2940,99.98849487304688,103.6830596923828,-43.51163101,132.6174774169922,21.786497116088867,19.223722457885746,27.61194610595703,19.85061836242676,3,24.886938095092773
2941,100.02538299560548,103.68561553955078,-43.51218796,132.6179962158203,21.89324188232422,19.08196258544922,27.73661994934082,19.85062026977539,3,24.867286682128903
2942,99.97254943847656,103.69554901123048,-43.51193619,132.61810302734375,22.17221069335937,18.90401840209961,27.847068786621094,19.85062026977539,3,24.886859893798828
2943,100.02418518066406,103.67991638183594,-43.51194382,132.61813354492188,22.21177673339844,18.94018173217773,27.872438430786133,19.85062026977539,3,24.895082473754883
2944,99.99302673339844,103.69203186035156,-43.51190567,132.61782836914062,21.969444274902344,19.28114128112793,27.962135314941406,19.849740982055664,3,24.88589859008789
2945,99.98815155029295,103.68269348144533,-43.51180267,132.61849975585938,21.937009811401367,19.291296005249023,27.976205825805664,19.84999084472656,3,24.88432884216309
2946,99.97509766,103.68611907958984,-43.51182938,132.6182403564453,21.630470275878903,19.09031867980957,28.11598396301269,19.850608825683597,3,24.87877082824707
2947,100.01117706298828,103.68096923828124,-43.51173019,132.61752319335938,21.4317684173584,19.28325080871582,28.24845123291016,19.85062026977539,3,24.91707992553711
2948,99.99893951416016,103.69290924072266,-43.51174164,132.6174774169922,21.44859313964844,18.976072311401367,28.393821716308597,19.85062026977539,3,24.938270568847656
2949,99.98960876464844,103.6760025024414,-43.51214981,132.6174774169922,21.44155502319336,19.216447830200195,28.76359748840332,19.85062026977539,3,24.90180778503418
2950,99.99488830566406,103.68488311767578,-43.51182938,132.61785888671875,21.504150390625,19.276901245117188,28.959569931030277,19.85062026977539,3,24.90751266479492
2951,99.9754638671875,103.6772918701172,-43.51189041,132.6179656982422,21.492918014526367,19.229124069213867,28.95387840270996,19.85062026977539,3,24.90070533752441
2952,100.0064697265625,103.6880340576172,-43.51199722,132.61810302734375,21.4912166595459,18.9536247253418,28.990516662597656,19.86237907409668,3,24.89887237548828
2953,100.00886535644533,103.67294311523438,-43.51189804,132.61782836914062,21.533748626708984,19.28417015075684,29.40819358825684,19.86541175842285,3,24.92243003845215
2954,99.98365020751952,103.67945098876952,-43.51184082,132.6181182861328,21.577695846557617,19.23197364807129,29.43534278869629,19.86121940612793,3,24.91448974609375
2955,100.02252960205078,103.67042541503906,-43.51192474,132.6182861328125,21.71797561645508,19.272829055786133,29.71841049194336,19.887495040893555,3,24.94584274291992
2956,99.9915542602539,103.68286895751952,-43.51168442,132.61814880371094,21.746919631958008,19.280738830566406,29.750167846679688,19.90844345092773,3,24.936153411865234
2957,100.02754974365234,103.6578369140625,-43.51193237,132.6182403564453,21.974533081054688,19.10628318786621,29.82455825805664,19.94061851501465,3,24.96661949157715
2958,100.00629425048828,103.66133880615234,-43.51205063,132.61801147460938,21.96063232421875,19.076017379760746,29.869369506835938,20.02031707763672,3,24.9334659576416
2959,100.00743103027344,103.67466735839844,-43.51246262,132.61810302734375,21.903697967529297,19.07941436767578,29.884132385253903,20.360374450683597,3,24.920801162719727
2960,99.9874038696289,103.67565155029295,-43.5116806,132.61825561523438,21.53800773620605,19.148813247680664,30.098663330078125,20.85435485839844,3,24.929946899414062
2961,100.02281188964844,103.67528533935548,-43.51192093,132.61749267578125,21.5073356628418,19.14116477966309,30.236780166625977,21.06217384338379,3,24.92609596252441
2962,100.00270080566406,103.67719268798828,-43.51179123,132.61802673339844,21.602140426635746,19.28536033630371,30.368471145629883,21.374509811401367,3,24.975526809692383
2963,99.98853302001952,103.66594696044922,-43.51166916,132.61814880371094,22.03876495361328,19.12874984741211,30.50061798095703,21.42549133300781,3,24.960956573486328
2964,100.01599884033205,103.6675796508789,-43.51190567,132.6179656982422,22.074542999267575,19.15873336791992,30.5455322265625,21.45032501220703,3,24.95272445678711
2965,100.00420379638672,103.6640396118164,-43.51194763,132.6177215576172,22.10839080810547,19.193389892578125,30.56580924987793,21.48115539550781,3,24.95784950256348
2966,100.0210189819336,103.66893005371094,-43.5119133,132.61790466308594,22.075090408325195,19.2987003326416,30.797504425048828,21.47958374023437,3,24.944355010986328
2967,100.02851104736328,103.66423797607422,-43.51156998,132.61834716796875,21.941591262817383,19.20898438,31.17187118530273,21.645034790039062,3,25.00425910949707
2968,100.01700592041016,103.64857482910156,-43.51197052,132.6181182861328,21.882305145263672,19.200340270996094,31.1888370513916,21.66156768798828,3,25.00300025939941
2969,100.0128936767578,103.67440795898438,-43.5117836,132.61801147460938,22.150562286376957,19.311914443969727,31.332284927368164,21.808086395263672,3,24.94337272644043
2970,100.02281188964844,103.65995025634766,-43.51205444,132.6179656982422,22.221513748168945,19.266870498657227,31.339754104614254,21.88523292541504,3,25.021743774414062
2971,99.98741912841795,103.6665267944336,-43.51184845,132.61753845214844,22.38352394104004,19.27959442138672,31.380298614501957,22.156003952026367,3,25.016681671142575
2972,99.99088287353516,103.64281463623048,-43.51158142,132.61822509765625,22.36547088623047,19.292348861694336,31.386802673339844,22.186702728271484,3,25.02007293701172
2973,100.00569915771484,103.65410614013672,-43.51170349,132.61801147460938,22.329132080078125,19.29453468322754,31.379114151000977,22.219257354736328,3,25.0106201171875
2974,100.02819061279295,103.64281463623048,-43.51184082,132.6176300048828,22.301389694213867,19.30346298217773,31.38396644592285,22.218191146850582,3,24.995532989501957
2975,100.01068115234376,103.65301513671876,-43.51192093,132.61752319335938,21.989625930786133,19.30876350402832,31.45265769958496,22.24612236022949,3,25.02945709228516
2976,100.0111312866211,103.64608764648438,-43.51139832,132.61790466308594,21.79021453857422,19.17567253112793,31.45770263671875,22.270856857299805,3,24.9967098236084
2977,100.00359344482422,103.65518951416016,-43.51221085,132.61744689941406,21.661495208740234,19.135765075683597,31.72942352294922,22.331729888916016,3,25.024337768554688
2978,100.00450897216795,103.65536499023438,-43.51149368,132.617919921875,21.62617301940918,19.122509002685547,31.749610900878903,22.33278083801269,3,25.00894927978516
2979,100.00385284423828,103.64187622070312,-43.51218033,132.61801147460938,21.69561195373535,19.315919876098636,31.91276741027832,22.368701934814453,3,25.055402755737305
2980,99.9834442138672,103.64490509033205,-43.51176834,132.61807250976562,21.63487243652344,19.323827743530277,31.94584846496582,22.3980770111084,3,25.04180335998535
2981,99.99797058105467,103.6528778076172,-43.51205063,132.6176300048828,21.520977020263672,19.30579948425293,31.95985221862793,22.455360412597656,3,25.016664505004883
2982,100.02312469482422,103.63687133789062,-43.51179504,132.61773681640625,20.32953453063965,19.31821632385254,32.15431594848633,22.54154396057129,3,25.055503845214844
2983,99.96202850341795,103.6542739868164,-43.51135254,132.61825561523438,20.28976249694824,19.32514762878418,32.1626091003418,22.5428524017334,3,25.04708480834961
2984,100.01973724365234,103.63729095458984,-43.51193619,132.61810302734375,20.86937141418457,19.335412979125977,32.17304229736328,22.527400970458984,3,25.09783744812012
2985,100.01984405517578,103.6468505859375,-43.51160812,132.61793518066406,21.2081356048584,19.221323013305664,32.22812271118164,22.792953491210938,3,25.0653018951416
2986,99.98129272460938,103.64620208740234,-43.51177979,132.61813354492188,20.856765747070312,19.239803314208984,32.316375732421875,22.811264038085938,3,25.08099365234375
2987,100.01351165771484,103.64824676513672,-43.51182175,132.61807250976562,20.653623580932617,19.249107360839844,32.31407165527344,22.79415512084961,3,25.07980728149414
2988,100.00628662109376,103.6491241455078,-43.51183319,132.6182098388672,21.23534202575684,19.310890197753903,32.59128952026367,23.008377075195312,3,25.030237197875977
2989,100.0079574584961,103.65788269042967,-43.51196289,132.61740112304688,21.431001663208008,19.191574096679688,32.62969970703125,23.005247116088867,3,25.06074333190918
2990,99.96951293945312,103.65035247802734,-43.51179504,132.61805725097656,21.55150032043457,19.26322555541992,32.62409591674805,22.971614837646484,3,25.067846298217773
2991,99.97962188720705,103.64173889160156,-43.51168823,132.61817932128906,21.971355438232425,19.33138465881348,32.71723556518555,23.08915901184082,3,25.094541549682617
2992,100.0092315673828,103.64737701416016,-43.5113678,132.6181641,22.00598526000977,19.337791442871094,32.7191276550293,23.084596633911133,3,25.10645866394043
2993,99.96589660644533,103.6430435180664,-43.51152039,132.61819458007812,22.141111373901367,19.321762084960938,32.8065185546875,23.135417938232425,3,25.09870338439941
2994,100.00691223144533,103.64942932128906,-43.51195145,132.61814880371094,21.998666763305664,19.190038681030277,32.83391189575195,23.14507102966309,3,25.05275154113769
2995,100.01828002929688,103.6312484741211,-43.51164246,132.61807250976562,21.96722221374512,19.27094841003418,32.93431854248047,23.13789367675781,3,25.08775520324707
2996,99.98885345458984,103.6166000366211,-43.51160049,132.61814880371094,21.83588409423828,19.298587799072266,32.94952774047852,23.15133285522461,3,25.101343154907227
2997,100.00774383544922,103.6345672607422,-43.51181412,132.61781311035156,21.7103271484375,19.23437118530273,33.00273132324219,23.15396881103516,3,25.08963394165039
2998,99.9773406982422,103.63487243652344,-43.51126862,132.6180877685547,21.53881454467773,19.272655487060547,33.114532470703125,23.15881729125977,3,25.10194396972656
2999,100.02071380615234,103.63029479980467,-43.51154709,132.61785888671875,21.46629905700684,19.23586654663086,33.25910949707031,23.20663070678711,3,25.159297943115234
3000,99.99888610839844,103.6178207397461,-43.51212311,132.6176300048828,21.618064880371094,19.208459854125977,33.25532531738281,23.20487594604492,3,25.185203552246094
3001,100.01277923583984,103.62142181396484,-43.51172256,132.61807250976562,21.657943725585938,19.239091873168945,33.303184509277344,23.210346221923828,3,25.178733825683597
3002,100.0052261352539,103.6208953857422,-43.51192856,132.6178741455078,21.63703727722168,19.332670211791992,33.35829162597656,23.23326301574707,3,25.15241050720215
3003,100.0294418334961,103.62435913085938,-43.51210403,132.61753845214844,21.606964111328125,19.337064743041992,33.40025329589844,23.24027442932129,3,25.15632438659668
3004,100.0316925048828,103.634033203125,-43.51198578,132.6175537109375,21.60772132873535,19.20417213439941,33.476985931396484,23.306808471679688,3,25.20290756225586
3005,99.96340942382812,103.63484954833984,-43.5116539,132.61778259277344,21.62904357910156,19.232789993286133,33.49576950073242,23.32211303710937,3,25.181285858154297
3006,100.02152252197266,103.62407684326172,-43.51163101,132.61802673339844,21.6641845703125,19.315580368041992,33.60874938964844,23.346973419189453,3,25.14354133605957
3007,99.9477767944336,103.61898803710938,-43.51125717,132.61793518066406,21.63316535949707,19.181346893310547,33.7223014831543,23.492794036865234,3,25.193693161010746
3008,99.991943359375,103.621337890625,-43.51166534,132.61776733398438,21.776874542236328,19.14991569519043,33.73527526855469,23.47839736938477,3,25.204345703125
3009,100.00416564941406,103.63720703125,-43.51177597,132.61778259277344,21.59073829650879,19.15896415710449,33.83458709716797,23.537078857421875,3,25.18730354309082
3010,100.0036392211914,103.62761688232422,-43.51163101,132.61766052246094,21.61021041870117,19.164899826049805,33.86793899536133,23.53353881835937,3,25.19468879699707
3011,99.96730041503906,103.63237762451172,-43.51148605,132.6178741455078,21.892732620239254,19.333574295043945,34.04592514038086,23.568452835083008,3,25.21725845336914
3012,100.02540588378906,103.63042449951172,-43.51202011,132.61764526367188,21.973920822143555,19.30669403076172,34.18365859985352,23.661760330200195,3,25.23337173461914
3013,100.0208969116211,103.62020111083984,-43.51166153,132.61764526367188,21.670164108276367,19.29975128173828,34.23941421508789,23.669795989990234,3,25.23503303527832
3014,100.02021026611328,103.61370849609376,-43.51176071,132.61746215820312,21.943058013916016,19.210840225219727,34.33750534057617,23.756607055664062,3,25.20354461669922
3015,99.99877166748048,103.60777282714844,-43.51133347,132.6176300048828,21.690902709960938,19.28894805908203,34.39093399047852,23.76338005065918,3,25.232288360595703
3016,100.00347900390624,103.6074447631836,-43.51144791,132.61782836914062,21.834487915039062,19.31983757019043,34.478755950927734,23.733285903930664,3,25.22129821777344
3017,99.96121978759766,103.6114501953125,-43.51119232,132.6179656982422,21.746417999267575,19.249704360961918,34.477294921875,23.75038146972656,3,25.249046325683597
3018,99.9881591796875,103.5964813232422,-43.51141357,132.61805725097656,21.54223251342773,19.294267654418945,34.522979736328125,23.887680053710938,3,25.24673843383789
3019,100.01570892333984,103.596923828125,-43.5115509,132.61778259277344,21.52342987060547,19.32505416870117,34.54931641,23.86466789245605,3,25.246746063232425
3020,99.98346710205078,103.59683227539062,-43.51141739,132.61785888671875,21.53455924987793,19.209333419799805,34.582733154296875,23.90248107910156,3,25.26953887939453
3021,100.01527404785156,103.59889221191406,-43.51240158,132.61737060546875,21.5100040435791,19.12621307373047,34.592079162597656,23.918550491333008,3,25.27653312683105
3022,99.96810150146484,103.6030731201172,-43.51145172,132.61805725097656,21.51327896118164,19.098976135253903,34.58053207397461,23.917116165161133,3,25.289512634277344
3023,100.0135269165039,103.59310150146484,-43.51183319,132.6177978515625,21.526573181152344,19.095029830932617,34.58159255981445,23.91392135620117,3,25.30430221557617
3024,100.0071029663086,103.59326934814452,-43.5120697,132.61770629882812,21.55164909362793,19.199848175048828,34.599693298339844,23.93881607055664,3,25.30155372619629
3025,100.00591278076172,103.60149383544922,-43.51189423,132.6174774169922,21.55272483825684,19.2979679107666,34.75761413574219,23.944141387939453,3,25.328407287597656
3026,99.98401641845705,103.59611511230467,-43.51150131,132.61795043945312,21.495141983032227,19.31635284423828,34.994483947753906,24.202598571777344,3,25.269376754760746
3027,99.99791717529295,103.5990982055664,-43.51156235,132.6178741455078,21.50779914855957,19.313047409057617,34.95478439331055,24.24856376647949,3,25.28419303894043
3028,99.96501159667967,103.5872039794922,-43.51132584,132.61793518066406,21.5067081451416,19.243446350097656,34.90181350708008,24.25825309753418,3,25.28852844238281
3029,99.97742462158205,103.59138488769533,-43.5112648,132.61785888671875,21.51267433166504,19.125537872314453,35.036041259765625,24.16384506225586,3,25.306760787963867
3030,100.01913452148438,103.5872802734375,-43.51213455,132.61773681640625,21.427663803100582,19.139694213867188,35.23737335205078,24.341705322265625,3,25.337621688842773
3031,100.00334930419922,103.60633850097656,-43.51155853,132.61782836914062,21.725669860839844,19.305503845214844,35.47949981689453,24.69576072692871,3,25.382244110107425
3032,99.98324584960938,103.59774017333984,-43.51140213,132.61790466308594,21.82837677001953,19.273874282836918,35.52855682373047,24.734752655029297,3,25.38722801208496
3033,100.01239776611328,103.60169982910156,-43.51147842,132.61770629882812,21.769723892211918,19.29316520690918,35.555477142333984,24.73440361022949,3,25.38983726501465
3034,99.98182678222656,103.59925842285156,-43.51120758,132.61793518066406,21.527183532714844,19.06470489501953,35.62575912475586,24.737689971923828,3,25.40003204345703
3035,99.97118377685548,103.57975769042967,-43.51098251,132.61802673339844,21.794958114624023,19.196239471435547,35.77662658691406,24.783130645751957,3,25.41776466369629
3036,99.98675537109376,103.60861206054688,-43.5112915,132.61793518066406,21.918367385864254,19.280109405517575,35.73994445800781,24.75690269470215,3,25.4144344329834
3037,100.01821899414062,103.59750366210938,-43.51173401,132.6175079345703,21.996232986450195,19.26884651184082,35.80472946166992,24.758745193481445,3,25.432472229003903
3038,100.00093841552734,103.58740997314452,-43.51135635,132.61790466308594,21.95589637756348,19.206640243530277,35.82756423950195,24.76810073852539,3,25.44297981262207
3039,100.00131225585938,103.60211181640624,-43.51178741,132.61776733398438,21.93684196472168,19.1290225982666,35.8300895690918,24.775415420532227,3,25.429468154907227
3040,100.03329467773438,103.60567474365234,-43.51239395,132.61721801757812,21.921220779418945,18.96733856201172,35.8585090637207,24.784326553344727,3,25.424976348876957
3041,99.9743194580078,103.5838394165039,-43.51121902,132.61790466308594,21.776935577392575,19.10981750488281,35.8534049987793,24.792743682861328,3,25.363449096679688
3042,99.96490478515624,103.5953369140625,-43.5110321,132.61788940429688,21.496559143066406,19.29891967773437,35.88805389404297,24.77288055419922,3,25.392009735107425
3043,99.9829330444336,103.5963363647461,-43.51105118,132.61801147460938,21.593957901000977,19.31315040588379,35.86751937866211,24.79676055908203,3,25.421260833740234
3044,100.01473999023438,103.59021759033205,-43.51215363,132.6174774169922,21.66183090209961,19.1965274810791,35.872528076171875,24.80937767028809,3,25.41676902770996
3045,100.03184509277344,103.5933837890625,-43.51234436,132.6175079345703,21.67218399047852,18.98127174377441,35.954063415527344,24.805892944335938,3,25.43868064880371
3046,99.9750518798828,103.5796890258789,-43.51111984,132.6179962158203,21.93705940246582,19.22006225585937,36.0064697265625,24.80965614318848,3,25.453990936279297
3047,100.01622772216795,103.58494567871094,-43.51188278,132.6177978515625,21.957077026367188,19.25284576416016,36.01112747192383,24.809127807617188,3,25.45475959777832
3048,100.01158142089844,103.59320831298828,-43.51171112,132.61740112304688,21.47623062133789,18.93130874633789,36.03470230102539,24.810565948486328,3,25.439350128173828
3049,99.99948120117188,103.59156036376952,-43.51187134,132.61782836914062,21.506649017333984,18.92198371887207,36.07704925537109,24.81048583984375,3,25.426307678222656
3050,100.02991485595705,103.59180450439452,-43.51191711,132.6173095703125,21.510351181030277,18.955551147460938,36.057376861572266,24.813316345214844,3,25.444374084472656
3051,99.9747314453125,103.6103973388672,-43.51107025,132.6180419921875,21.54135513305664,18.98936462402344,36.07619857788086,24.817344665527344,3,25.464370727539062
3052,100.02216339111328,103.58679962158205,-43.51214218,132.61749267578125,21.733585357666016,19.2534122467041,36.02383804321289,24.80950355529785,3,25.485252380371094
3053,100.0031280517578,103.60668182373048,-43.51150513,132.61793518066406,21.74417495727539,19.09195899963379,36.08865737915039,24.80936622619629,3,25.456918716430664
3054,100.01405334472656,103.57310485839844,-43.51221466,132.61769104003906,21.688722610473636,18.947959899902344,36.10161590576172,24.81694793701172,3,25.43277740478516
3055,99.98651123046876,103.58887481689452,-43.5115242,132.61749267578125,21.665870666503903,18.959014892578125,36.1023063659668,24.823699951171875,3,25.458784103393555
3056,100.00206756591795,103.60272216796876,-43.51163101,132.61778259277344,21.94585227966309,19.266162872314453,36.14806365966797,24.82261276245117,3,25.491193771362305
3057,99.9659194946289,103.60826110839844,-43.5110817,132.61782836914062,22.22471618652344,18.95838737487793,36.20104217529297,24.84703063964844,3,25.525711059570312
3058,100.04314422607422,103.57119750976562,-43.51194763,132.61740112304688,22.25893211364746,19.015640258789062,36.18017959594727,24.885217666625977,3,25.463327407836918
3059,99.96034240722656,103.57720947265624,-43.51097488,132.61788940429688,22.109018325805664,19.2401065826416,36.19556427001953,24.893089294433597,3,25.496124267578125
3060,100.0251007080078,103.58069610595705,-43.51177597,132.61741638183594,22.16986656188965,19.29232406616211,36.37057495117188,24.93903541564941,3,25.538816452026367
3061,100.00422668457033,103.56705474853516,-43.5115509,132.61766052246094,22.18736457824707,19.11671638488769,36.38098907470703,24.955476760864254,3,25.51116371154785
3062,99.98377227783205,103.5821304321289,-43.51101685,132.61813354492188,21.96055603027344,19.201520919799805,36.38294982910156,24.95587921142578,3,25.54654884338379
3063,100.0074462890625,103.58145904541016,-43.51145172,132.61770629882812,21.862201690673828,19.23424530029297,36.37152862548828,24.98162269592285,3,25.554893493652344
3064,100.02305603027344,103.5854034423828,-43.51181412,132.61764526367188,21.70083236694336,19.30143547058105,36.3568000793457,25.02137756347656,3,25.55956649780273
3065,100.00967407226562,103.55925750732422,-43.51166153,132.61793518066406,21.96936416625977,19.031896591186523,36.4009895324707,25.03420066833496,3,25.535175323486328
3066,99.96465301513672,103.58885192871094,-43.51072693,132.61825561523438,21.75,19.139589309692383,36.41594696044922,25.027313232421875,3,25.57119369506836
3067,100.01560974121094,103.57245635986328,-43.51171875,132.61785888671875,21.680145263671875,19.180810928344727,36.42681884765625,25.02092170715332,3,25.581218719482425
3068,99.99663543701172,103.58602142333984,-43.51177597,132.61767578125,21.457609176635746,19.307954788208008,36.39087677001953,25.0285701751709,3,25.575050354003903
3069,100.01251220703124,103.56333923339844,-43.51180649,132.6177520751953,21.44771194458008,19.177602767944336,36.43847656,25.07537841796875,3,25.568161010742188
3070,99.97454833984376,103.5693359,-43.510952,132.61790466308594,21.421955108642575,19.035926818847656,36.43795776367188,25.072132110595703,3,25.575092315673828
3071,100.00955963134766,103.56620025634766,-43.51169586,132.61764526367188,21.396045684814453,18.962379455566406,36.44998550415039,25.07909774780273,3,25.594554901123047
3072,100.01461791992188,103.56658935546876,-43.51180649,132.61766052246094,21.41395378112793,19.0683708190918,36.449462890625,25.07964134216309,3,25.606407165527344
3073,100.02071380615234,103.56145477294922,-43.51169968,132.6177215576172,21.357860565185547,19.196348190307617,36.44978713989258,25.09461975097656,3,25.62089157104492
3074,99.99497985839844,103.56639862060548,-43.51116562,132.6178436279297,21.38991928100586,19.265369415283203,36.49068069458008,25.12933349609375,3,25.574487686157227
3075,100.00585174560548,103.5769271850586,-43.51133347,132.6178741455078,21.42839813232422,19.031599044799805,36.43614959716797,25.137168884277344,3,25.58300399780273
3076,99.97687530517578,103.56128692626952,-43.51094055,132.61790466308594,21.550966262817383,18.93174171447754,36.4825439453125,25.1995792388916,3,25.59922409057617
3077,100.01398468017578,103.55657196044922,-43.51161575,132.6177978515625,21.637157440185547,18.94949531555176,36.49803924560547,25.198917388916016,3,25.606977462768555
3078,99.99111938476562,103.56108856201172,-43.51165009,132.61756896972656,21.710548400878903,18.978076934814453,36.48145294189453,25.19439125061035,3,25.60679054260254
3079,99.99723052978516,103.59284210205078,-43.51152039,132.61773681640625,21.717565536499023,19.23754501342773,36.49441146850586,25.153627395629883,3,25.649656295776367
