TIME1,FT101,PI101,PI102,PT101,TT101,LV101,PV101A,PV101B,FV101
23,19919.80401,0.479846364,1.48706601,0.50616491,40.33243125,49.94909032,0,1.728292467,50.67586628
24,19994.35521,0.479985594,1.489915433,0.506427861,40.17994197,49.95181855,0,1.80574201,50.55694562
25,20062.77091,0.480174494,1.495519085,0.503277447,40.15838309,49.95688814,0,1.898944477,50.44346317
26,20125.38217,0.479676773,1.501251211,0.501579951,40.12108774,49.96108885,0,1.223879225,50.3352607
27,20140.74443,0.478925995,1.50038439,0.50101939,40.14443104,49.96454138,0,0.859120023,50.30167344
28,20244.40282,0.478255021,1.514362539,0.49809871,40.08150413,49.96887547,0,0.741403176,50.12017823
29,20381.05843,0.477025999,1.530488636,0.498641846,40.09764801,49.97390014,0,0.088396378,49.87714152
30,20524.64459,0.476081058,1.543988527,0.500045598,40.26783451,49.97743613,0,0.200416535,49.6138264
31,20650.38801,0.475580483,1.55450557,0.501428286,40.22445162,49.98530287,0,0.509492675,49.3710121
32,20697.72596,0.475451014,1.554603142,0.500212812,40.30930921,49.99626386,0,0.82153979,49.25061691
33,20795.143,0.475170864,1.566913209,0.499809995,40.5237618,50.00872314,0,0.555305779,49.0438605
34,20844.27112,0.474795205,1.571653802,0.501902126,40.53086363,50.02192067,0,0.465641019,48.91122215
35,20830.34577,0.474936037,1.567256974,0.502267303,40.52869302,50.03303332,0,0.936371585,48.88036058
36,20814.18436,0.475194423,1.566830071,0.501079843,40.46516705,50.04736616,0,1.029180749,48.85411105
37,20810.43481,0.475163187,1.569714818,0.503018694,40.56129747,50.06137206,0,0.77387866,48.8082425
38,20775.82735,0.475505326,1.566659927,0.500222235,40.70375284,50.07302615,0,1.217028808,48.81396149
39,20674.40572,0.475256818,1.554041044,0.49908495,40.70901603,50.08509485,0,0.603030138,48.93307413
40,20610.19752,0.474920986,1.550872183,0.498662141,40.57291897,50.0982982,0,0.347794541,48.9967546
41,20494.6571,0.47454274,1.539527015,0.496815757,40.52441066,50.11039138,0,0.247418444,49.14996121
42,20408.30061,0.473935781,1.533337318,0.495309428,40.6492273,50.11921089,0.176299486,0,49.26200036
43,20368.43392,0.473146892,1.533932607,0.494942347,40.55700243,50.12907352,0.533490005,0,49.30220729
44,20437.04343,0.472398338,1.547732518,0.493792815,40.83162094,50.13648037,0.642064883,0,49.16446131
45,20523.35005,0.471452904,1.558055009,0.495915482,40.77965583,50.14394006,0.929101433,0,48.9928763
46,20589.43934,0.471090605,1.562215157,0.497860745,40.62553599,50.15308714,0.484579568,0,48.84940933
47,20596.01024,0.47121126,1.558859345,0.499797854,40.52788531,50.16691043,0.0683875,0,48.80075123
48,20517.34245,0.471754246,1.54649677,0.498768047,40.39137686,50.18229823,0,0.356664611,48.89350978
